종목,월,방향,손절선(%),구간,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,구간 시작일,구간 종료일
KODEX 코스닥150,9,위,-8.0,앞 절반,5,-14.01,-2.8,20.0,0.01,99.0,0.04,-3.51,4,0.04,-8.0,3.64,0,1,5.6,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,-8.0,뒤 절반,5,-16.54,-3.31,20.0,0.451,68.91,2.1,-4.66,4,2.1,-8.0,3.66,0,1,5.6,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-8.0,최근 10년,10,-30.55,-3.05,20.0,0.262,79.26,1.07,-4.09,8,2.1,-8.0,3.45,0,2,5.6,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-8.0,최근 5년,5,-16.54,-3.31,20.0,0.451,68.91,2.1,-4.66,4,2.1,-8.0,3.66,0,1,5.6,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-9.0,전체,10,-32.55,-3.25,20.0,0.247,80.22,1.07,-4.34,8,2.1,-9.0,3.78,0,2,5.7,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-9.0,앞 절반,5,-15.01,-3.0,20.0,0.009,99.07,0.04,-3.76,4,0.04,-9.0,4.0,0,1,5.6,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,-9.0,뒤 절반,5,-17.54,-3.51,20.0,0.428,70.02,2.1,-4.91,4,2.1,-9.0,4.0,0,1,5.8,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-9.0,최근 10년,10,-32.55,-3.25,20.0,0.247,80.22,1.07,-4.34,8,2.1,-9.0,3.78,0,2,5.7,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-9.0,최근 5년,5,-17.54,-3.51,20.0,0.428,70.02,2.1,-4.91,4,2.1,-9.0,4.0,0,1,5.8,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-10.0,전체,10,-34.55,-3.45,20.0,0.233,81.09,1.07,-4.59,8,2.1,-10.0,4.13,0,2,5.8,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-10.0,앞 절반,5,-16.01,-3.2,20.0,0.009,99.13,0.04,-4.01,4,0.04,-10.0,4.39,0,1,5.6,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,-10.0,뒤 절반,5,-18.54,-3.71,20.0,0.407,71.05,2.1,-5.16,4,2.1,-10.0,4.35,0,1,6.0,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,-10.0,최근 10년,10,-34.55,-3.45,20.0,0.233,81.09,1.07,-4.59,8,2.1,-10.0,4.13,0,2,5.8,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,-10.0,최근 5년,5,-18.54,-3.71,20.0,0.407,71.05,2.1,-5.16,4,2.1,-10.0,4.35,0,1,6.0,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,무손절,전체,10,-29.73,-2.97,20.0,0.268,78.84,1.07,-3.98,8,2.1,-10.05,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,무손절,앞 절반,5,-11.14,-2.23,20.0,0.013,98.75,0.04,-2.79,4,0.04,-5.26,2.73,0,0,6.2,아니오,2016-09-20,2020-09-18
KODEX 코스닥150,9,위,무손절,뒤 절반,5,-18.59,-3.72,20.0,0.407,71.1,2.1,-5.17,4,2.1,-10.05,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,9,위,무손절,최근 10년,10,-29.73,-2.97,20.0,0.268,78.84,1.07,-3.98,8,2.1,-10.05,3.52,0,0,6.3,예,2016-09-20,2025-09-19
KODEX 코스닥150,9,위,무손절,최근 5년,5,-18.59,-3.72,20.0,0.407,71.1,2.1,-5.17,4,2.1,-10.05,4.37,0,0,6.4,아니오,2021-09-17,2025-09-19
KODEX 코스닥150,10,아래,-3.0,전체,11,6.15,0.56,45.45,1.673,37.41,4.35,-2.6,6,12.04,-3.2,4.68,2,3,5.91,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,-3.0,앞 절반,5,9.96,1.99,60.0,1.738,36.52,5.39,-3.1,2,12.04,-3.2,6.23,1,1,6.2,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,-3.0,뒤 절반,6,-3.82,-0.64,33.33,1.189,45.69,2.79,-2.35,4,4.35,-3.01,3.01,1,2,5.67,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,-3.0,최근 10년,10,5.17,0.52,40.0,1.997,33.37,5.19,-2.6,6,12.04,-3.2,4.93,2,3,5.7,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,-3.0,최근 5년,5,-8.16,-1.63,20.0,0.527,65.48,1.24,-2.35,4,1.24,-3.01,1.96,1,2,5.2,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,아래,-4.0,전체,11,11.62,1.06,54.55,1.448,40.85,4.56,-3.15,5,12.04,-4.0,5.05,0,3,6.45,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,-4.0,앞 절반,5,8.82,1.76,60.0,1.466,40.55,5.39,-3.67,2,12.04,-4.0,6.47,0,1,6.4,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,-4.0,뒤 절반,6,2.8,0.47,50.0,1.334,42.85,3.73,-2.8,3,5.61,-4.0,4.07,0,2,6.5,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,-4.0,최근 10년,10,10.64,1.06,50.0,1.676,37.37,5.28,-3.15,5,12.04,-4.0,5.32,0,3,6.3,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,-4.0,최근 5년,5,-1.55,-0.31,40.0,1.223,44.98,3.42,-2.8,3,5.61,-4.0,4.02,0,2,6.2,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,아래,-5.0,전체,11,8.62,0.78,54.55,1.216,45.12,4.56,-3.75,5,12.04,-5.0,5.36,0,3,6.82,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,-5.0,앞 절반,5,7.82,1.56,60.0,1.291,43.65,5.39,-4.17,2,12.04,-5.0,6.71,0,1,6.4,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,-5.0,뒤 절반,6,0.8,0.13,50.0,1.077,48.15,3.73,-3.46,3,5.61,-5.0,4.52,0,2,7.17,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,-5.0,최근 10년,10,7.64,0.76,50.0,1.408,41.54,5.28,-3.75,5,12.04,-5.0,5.65,0,3,6.7,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,-5.0,최근 5년,5,-3.55,-0.71,40.0,0.988,50.31,3.42,-3.46,3,5.61,-5.0,4.49,0,2,7.0,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,아래,-6.0,전체,11,7.93,0.72,54.55,1.173,46.01,4.56,-3.89,5,12.04,-6.0,5.44,0,1,7.18,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,-6.0,앞 절반,5,6.82,1.36,60.0,1.153,46.45,5.39,-4.67,2,12.04,-6.0,6.96,0,1,6.4,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,-6.0,뒤 절반,6,1.12,0.19,50.0,1.111,47.38,3.73,-3.36,3,5.61,-4.88,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,-6.0,최근 10년,10,6.95,0.7,50.0,1.358,42.41,5.28,-3.89,5,12.04,-6.0,5.74,0,1,7.1,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,-6.0,최근 5년,5,-3.23,-0.65,40.0,1.019,49.54,3.42,-3.36,3,5.61,-4.88,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,아래,-7.0,전체,11,6.93,0.63,54.55,1.116,47.26,4.56,-4.09,5,12.04,-7.0,5.57,0,1,7.27,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,-7.0,앞 절반,5,5.82,1.16,60.0,1.041,48.99,5.39,-5.17,2,12.04,-7.0,7.23,0,1,6.6,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,-7.0,뒤 절반,6,1.12,0.19,50.0,1.111,47.38,3.73,-3.36,3,5.61,-4.88,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,-7.0,최근 10년,10,5.95,0.6,50.0,1.291,43.64,5.28,-4.09,5,12.04,-7.0,5.87,0,1,7.2,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,-7.0,최근 5년,5,-3.23,-0.65,40.0,1.019,49.54,3.42,-3.36,3,5.61,-4.88,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,아래,-8.0,전체,11,5.93,0.54,54.55,1.064,48.45,4.56,-4.29,5,12.04,-8.0,5.72,0,1,7.27,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,-8.0,앞 절반,5,4.82,0.96,60.0,0.95,51.29,5.39,-5.67,2,12.04,-8.0,7.52,0,1,6.6,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,-8.0,뒤 절반,6,1.12,0.19,50.0,1.111,47.38,3.73,-3.36,3,5.61,-4.88,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,-8.0,최근 10년,10,4.95,0.5,50.0,1.231,44.82,5.28,-4.29,5,12.04,-8.0,6.02,0,1,7.2,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,-8.0,최근 5년,5,-3.23,-0.65,40.0,1.019,49.54,3.42,-3.36,3,5.61,-4.88,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,아래,-9.0,전체,11,8.61,0.78,54.55,1.216,45.12,4.56,-3.75,5,12.04,-5.32,5.36,0,0,7.82,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,-9.0,앞 절반,5,7.5,1.5,60.0,1.243,44.57,5.39,-4.33,2,12.04,-5.32,6.78,0,0,7.8,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,-9.0,뒤 절반,6,1.12,0.19,50.0,1.111,47.38,3.73,-3.36,3,5.61,-4.88,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,-9.0,최근 10년,10,7.64,0.76,50.0,1.407,41.54,5.28,-3.75,5,12.04,-5.32,5.65,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,-9.0,최근 5년,5,-3.23,-0.65,40.0,1.019,49.54,3.42,-3.36,3,5.61,-4.88,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,아래,-10.0,전체,11,8.61,0.78,54.55,1.216,45.12,4.56,-3.75,5,12.04,-5.32,5.36,0,0,7.82,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,-10.0,앞 절반,5,7.5,1.5,60.0,1.243,44.57,5.39,-4.33,2,12.04,-5.32,6.78,0,0,7.8,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,-10.0,뒤 절반,6,1.12,0.19,50.0,1.111,47.38,3.73,-3.36,3,5.61,-4.88,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,-10.0,최근 10년,10,7.64,0.76,50.0,1.407,41.54,5.28,-3.75,5,12.04,-5.32,5.65,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,-10.0,최근 5년,5,-3.23,-0.65,40.0,1.019,49.54,3.42,-3.36,3,5.61,-4.88,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,아래,무손절,전체,11,8.61,0.78,54.55,1.216,45.12,4.56,-3.75,5,12.04,-5.32,5.36,0,0,7.82,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,아래,무손절,앞 절반,5,7.5,1.5,60.0,1.243,44.57,5.39,-4.33,2,12.04,-5.32,6.78,0,0,7.8,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,아래,무손절,뒤 절반,6,1.12,0.19,50.0,1.111,47.38,3.73,-3.36,3,5.61,-4.88,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,아래,무손절,최근 10년,10,7.64,0.76,50.0,1.407,41.54,5.28,-3.75,5,12.04,-5.32,5.65,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,아래,무손절,최근 5년,5,-3.23,-0.65,40.0,1.019,49.54,3.42,-3.36,3,5.61,-4.88,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,-3.0,전체,11,0.71,0.06,36.36,1.821,35.45,4.59,-2.52,7,5.32,-3.42,3.7,1,4,5.64,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,-3.0,앞 절반,5,1.69,0.34,40.0,1.863,34.92,4.33,-2.33,3,5.32,-3.0,3.8,0,2,5.8,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,-3.0,뒤 절반,6,-0.98,-0.16,33.33,1.817,35.5,4.84,-2.67,4,4.88,-3.42,3.95,1,2,5.5,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,-3.0,최근 10년,10,1.69,0.17,40.0,1.652,37.7,4.59,-2.78,6,5.32,-3.42,3.88,1,4,5.4,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,-3.0,최근 5년,5,2.02,0.4,40.0,1.896,34.53,4.84,-2.55,3,4.88,-3.42,4.13,1,1,6.0,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,-4.0,전체,11,1.38,0.13,45.45,1.296,43.56,3.75,-2.89,6,5.32,-4.0,3.83,0,3,6.73,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,-4.0,앞 절반,5,0.54,0.11,40.0,1.6,38.46,4.33,-2.71,3,5.32,-4.0,4.07,0,1,6.8,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,-4.0,뒤 절반,6,0.84,0.14,50.0,1.091,47.82,3.36,-3.08,3,4.88,-4.0,4.01,0,2,6.67,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,-4.0,최근 10년,10,2.36,0.24,50.0,1.144,46.64,3.75,-3.28,5,5.32,-4.0,4.02,0,3,6.6,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,-4.0,최근 5년,5,4.84,0.97,60.0,1.283,43.81,3.36,-2.62,2,4.88,-4.0,3.87,0,1,7.2,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,-5.0,전체,11,-1.62,-0.15,45.45,1.105,47.51,3.75,-3.39,6,5.32,-5.0,4.17,0,3,7.0,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,-5.0,앞 절반,5,-0.46,-0.09,40.0,1.425,41.24,4.33,-3.04,3,5.32,-5.0,4.34,0,1,6.8,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,-5.0,뒤 절반,6,-1.16,-0.19,50.0,0.897,52.72,3.36,-3.75,3,4.88,-5.0,4.44,0,2,7.17,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,-5.0,최근 10년,10,-0.64,-0.06,50.0,0.967,50.84,3.75,-3.88,5,5.32,-5.0,4.38,0,3,6.9,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,-5.0,최근 5년,5,3.84,0.77,60.0,1.077,48.15,3.36,-3.12,2,4.88,-5.0,4.2,0,1,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,-6.0,전체,11,-6.02,-0.55,45.45,0.908,52.4,3.75,-4.13,6,5.32,-7.79,4.73,1,1,7.09,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,-6.0,앞 절반,5,-3.25,-0.65,40.0,1.091,47.83,4.33,-3.97,3,5.32,-7.79,5.22,1,0,7.0,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,-6.0,뒤 절반,6,-2.77,-0.46,50.0,0.785,56.03,3.36,-4.28,3,4.88,-6.0,4.79,0,1,7.17,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,-6.0,최근 10년,10,-5.04,-0.5,50.0,0.788,55.92,3.75,-4.76,5,5.32,-7.79,4.98,1,1,7.0,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,-6.0,최근 5년,5,3.23,0.65,60.0,0.982,50.46,3.36,-3.42,2,4.88,-5.61,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,-7.0,전체,11,-7.02,-0.64,45.45,0.873,53.38,3.75,-4.29,6,5.32,-7.79,4.85,1,1,7.18,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,-7.0,앞 절반,5,-3.25,-0.65,40.0,1.091,47.83,4.33,-3.97,3,5.32,-7.79,5.22,1,0,7.0,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,-7.0,뒤 절반,6,-3.77,-0.63,50.0,0.728,57.87,3.36,-4.62,3,4.88,-7.0,5.03,0,1,7.33,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,-7.0,최근 10년,10,-6.04,-0.6,50.0,0.756,56.94,3.75,-4.96,5,5.32,-7.79,5.12,1,1,7.1,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,-7.0,최근 5년,5,3.23,0.65,60.0,0.982,50.46,3.36,-3.42,2,4.88,-5.61,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,-8.0,전체,11,-4.57,-0.42,45.45,0.965,50.9,3.75,-3.89,6,5.32,-8.0,4.6,0,1,7.45,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,-8.0,앞 절반,5,-3.46,-0.69,40.0,1.072,48.25,4.33,-4.04,3,5.32,-8.0,5.29,0,1,7.0,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,-8.0,뒤 절반,6,-1.12,-0.19,50.0,0.9,52.62,3.36,-3.73,3,4.88,-5.61,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,-8.0,최근 10년,10,-3.59,-0.36,50.0,0.839,54.37,3.75,-4.47,5,5.32,-8.0,4.84,0,1,7.4,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,-8.0,최근 5년,5,3.23,0.65,60.0,0.982,50.46,3.36,-3.42,2,4.88,-5.61,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,-9.0,전체,11,-5.57,-0.51,45.45,0.925,51.95,3.75,-4.05,6,5.32,-9.0,4.77,0,1,7.55,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,-9.0,앞 절반,5,-4.46,-0.89,40.0,0.991,50.24,4.33,-4.37,3,5.32,-9.0,5.64,0,1,7.2,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,-9.0,뒤 절반,6,-1.12,-0.19,50.0,0.9,52.62,3.36,-3.73,3,4.88,-5.61,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,-9.0,최근 10년,10,-4.59,-0.46,50.0,0.803,55.46,3.75,-4.67,5,5.32,-9.0,5.02,0,1,7.5,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,-9.0,최근 5년,5,3.23,0.65,60.0,0.982,50.46,3.36,-3.42,2,4.88,-5.61,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,-10.0,전체,11,-6.57,-0.6,45.45,0.889,52.95,3.75,-4.22,6,5.32,-10.0,4.95,0,1,7.55,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,-10.0,앞 절반,5,-5.46,-1.09,40.0,0.92,52.07,4.33,-4.71,3,5.32,-10.0,6.01,0,1,7.2,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,-10.0,뒤 절반,6,-1.12,-0.19,50.0,0.9,52.62,3.36,-3.73,3,4.88,-5.61,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,-10.0,최근 10년,10,-5.59,-0.56,50.0,0.77,56.49,3.75,-4.87,5,5.32,-10.0,5.22,0,1,7.5,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,-10.0,최근 5년,5,3.23,0.65,60.0,0.982,50.46,3.36,-3.42,2,4.88,-5.61,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,10,위,무손절,전체,11,-8.61,-0.78,45.45,0.822,54.88,3.75,-4.56,6,5.32,-12.04,5.36,0,0,7.82,예,2015-10-20,2025-10-20
KODEX 코스닥150,10,위,무손절,앞 절반,5,-7.5,-1.5,40.0,0.804,55.43,4.33,-5.39,3,5.32,-12.04,6.78,0,0,7.8,아니오,2015-10-20,2019-10-18
KODEX 코스닥150,10,위,무손절,뒤 절반,6,-1.12,-0.19,50.0,0.9,52.62,3.36,-3.73,3,4.88,-5.61,4.44,0,0,7.83,아니오,2020-10-20,2025-10-20
KODEX 코스닥150,10,위,무손절,최근 10년,10,-7.64,-0.76,50.0,0.711,58.46,3.75,-5.28,5,5.32,-12.04,5.65,0,0,7.8,예,2016-10-20,2025-10-20
KODEX 코스닥150,10,위,무손절,최근 5년,5,3.23,0.65,60.0,0.982,50.46,3.36,-3.42,2,4.88,-5.61,4.41,0,0,7.8,아니오,2021-10-20,2025-10-20
KODEX 코스닥150,11,아래,-3.0,전체,11,11.11,1.01,54.55,1.723,36.73,3.59,-2.08,5,5.87,-3.01,3.28,1,1,6.91,예,2015-11-20,2025-11-20
KODEX 코스닥150,11,아래,-3.0,앞 절반,5,8.42,1.68,60.0,2.311,30.2,3.94,-1.71,2,5.37,-3.0,3.34,0,1,6.8,아니오,2015-11-20,2019-11-20
KODEX 코스닥150,11,아래,-3.0,뒤 절반,6,2.69,0.45,50.0,1.385,41.93,3.23,-2.33,3,5.87,-3.01,3.42,1,0,7.0,아니오,2020-11-20,2025-11-20
KODEX 코스닥150,11,아래,-3.0,최근 10년,10,11.52,1.15,60.0,1.435,41.07,3.59,-2.5,4,5.87,-3.01,3.42,1,1,7.0,예,2016-11-18,2025-11-20
KODEX 코스닥150,11,아래,-3.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,3.23,-1.99,2,5.87,-2.26,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150,11,아래,-4.0,전체,11,11.01,1.0,54.55,1.707,36.94,3.59,-2.1,5,5.87,-4.0,3.32,0,1,7.09,예,2015-11-20,2025-11-20
KODEX 코스닥150,11,아래,-4.0,앞 절반,5,7.42,1.48,60.0,1.787,35.88,3.94,-2.21,2,5.37,-4.0,3.7,0,1,7.2,아니오,2015-11-20,2019-11-20
KODEX 코스닥150,11,아래,-4.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,3.23,-2.03,3,5.87,-2.26,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20
KODEX 코스닥150,11,아래,-4.0,최근 10년,10,11.42,1.14,60.0,1.421,41.3,3.59,-2.52,4,5.87,-4.0,3.46,0,1,7.2,예,2016-11-18,2025-11-20
KODEX 코스닥150,11,아래,-4.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,3.23,-1.99,2,5.87,-2.26,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150,11,아래,-5.0,전체,11,13.95,1.27,54.55,2.371,29.66,3.59,-1.51,5,5.87,-2.26,2.97,0,0,7.18,예,2015-11-20,2025-11-20
KODEX 코스닥150,11,아래,-5.0,앞 절반,5,10.36,2.07,60.0,5.369,15.7,3.94,-0.73,2,5.37,-1.06,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20
KODEX 코스닥150,11,아래,-5.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,3.23,-2.03,3,5.87,-2.26,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20
KODEX 코스닥150,11,아래,-5.0,최근 10년,10,14.37,1.44,60.0,2.006,33.26,3.59,-1.79,4,5.87,-2.26,3.08,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150,11,아래,-5.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,3.23,-1.99,2,5.87,-2.26,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150,11,아래,-6.0,전체,11,13.95,1.27,54.55,2.371,29.66,3.59,-1.51,5,5.87,-2.26,2.97,0,0,7.18,예,2015-11-20,2025-11-20
KODEX 코스닥150,11,아래,-6.0,앞 절반,5,10.36,2.07,60.0,5.369,15.7,3.94,-0.73,2,5.37,-1.06,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20
KODEX 코스닥150,11,아래,-6.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,3.23,-2.03,3,5.87,-2.26,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20
KODEX 코스닥150,11,아래,-6.0,최근 10년,10,14.37,1.44,60.0,2.006,33.26,3.59,-1.79,4,5.87,-2.26,3.08,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150,11,아래,-6.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,3.23,-1.99,2,5.87,-2.26,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150,11,아래,-7.0,전체,11,13.95,1.27,54.55,2.371,29.66,3.59,-1.51,5,5.87,-2.26,2.97,0,0,7.18,예,2015-11-20,2025-11-20
KODEX 코스닥150,11,아래,-7.0,앞 절반,5,10.36,2.07,60.0,5.369,15.7,3.94,-0.73,2,5.37,-1.06,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20
KODEX 코스닥150,11,아래,-7.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,3.23,-2.03,3,5.87,-2.26,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20
KODEX 코스닥150,11,아래,-7.0,최근 10년,10,14.37,1.44,60.0,2.006,33.26,3.59,-1.79,4,5.87,-2.26,3.08,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150,11,아래,-7.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,3.23,-1.99,2,5.87,-2.26,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150,11,아래,-8.0,전체,11,13.95,1.27,54.55,2.371,29.66,3.59,-1.51,5,5.87,-2.26,2.97,0,0,7.18,예,2015-11-20,2025-11-20
KODEX 코스닥150,11,아래,-8.0,앞 절반,5,10.36,2.07,60.0,5.369,15.7,3.94,-0.73,2,5.37,-1.06,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20
KODEX 코스닥150,11,아래,-8.0,뒤 절반,6,3.59,0.6,50.0,1.59,38.61,3.23,-2.03,3,5.87,-2.26,3.25,0,0,7.0,아니오,2020-11-20,2025-11-20
KODEX 코스닥150,11,아래,-8.0,최근 10년,10,14.37,1.44,60.0,2.006,33.26,3.59,-1.79,4,5.87,-2.26,3.08,0,0,7.3,예,2016-11-18,2025-11-20
KODEX 코스닥150,11,아래,-8.0,최근 5년,5,5.7,1.14,60.0,1.621,38.16,3.23,-1.99,2,5.87,-2.26,3.32,0,0,7.2,아니오,2021-11-19,2025-11-20
KODEX 코스닥150,11,아래,-9.0,전체,11,13.95,1.27,54.55,2.371,29.66,3.59,-1.51,5,5.87,-2.26,2.97,0,0,7.18,예,2015-11-20,2025-11-20
KODEX 코스닥150,11,아래,-9.0,앞 절반,5,10.36,2.07,60.0,5.369,15.7,3.94,-0.73,2,5.37,-1.06,2.72,0,0,7.4,아니오,2015-11-20,2019-11-20
