대상,월,시기,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
2203,6,뒤 절반,9,0,9,-2.4,-1.97,22.22,77.78,1.11,-7.52,2.49,156,0,156,-2.12,-1.56,32.69,67.31,6.99,-15.97,4.52,-0.27,-0.41,-10.47,10.47,,,,,표본 부족으로 검정 불가,False,아니오
2203,6,최근 10년,10,0,10,-2.14,-1.8,30.0,70.0,1.11,-7.52,2.48,193,0,193,-1.8,-1.2,38.34,61.66,7.93,-15.97,4.38,-0.34,-0.6,-8.34,8.34,0.7592,0.6324,0.7443,0.7443,,False,예
2203,6,최근 5년,5,0,5,-2.64,-2.62,0.0,100.0,-1.48,-4.02,1.11,95,0,95,-2.81,-1.74,25.26,74.74,7.93,-15.97,4.63,0.17,-0.88,-25.26,25.26,,,,,표본 부족으로 검정 불가,False,아니오
2203,7,앞 절반,8,0,8,-2.18,-3.08,25.0,75.0,3.9,-8.22,3.78,149,0,149,-0.27,-0.68,37.58,62.42,11.27,-8.22,4.46,-1.91,-2.4,-12.58,12.58,,,,,표본 부족으로 검정 불가,False,아니오
2203,7,뒤 절반,9,0,9,-1.37,-2.09,33.33,66.67,4.51,-6.23,3.89,169,0,169,-0.01,-0.13,49.11,50.89,16.74,-27.46,7.13,-1.36,-1.97,-15.78,15.78,,,,,표본 부족으로 검정 불가,False,아니오
2203,7,최근 10년,10,0,10,-1.58,-2.61,30.0,70.0,4.51,-6.23,3.73,211,0,211,-0.65,-0.81,42.18,57.82,16.74,-27.46,6.83,-0.93,-1.8,-12.18,12.18,0.6553,0.3087,0.5135,0.5135,,False,예
2203,7,최근 5년,5,0,5,-0.86,-2.09,40.0,60.0,4.2,-4.72,3.62,105,0,105,0.46,1.23,54.29,45.71,16.74,-27.46,8.48,-1.32,-3.32,-14.29,14.29,,,,,표본 부족으로 검정 불가,False,아니오
2203,8,앞 절반,8,0,8,0.4,1.95,62.5,37.5,4.89,-5.61,4.16,141,0,141,0.09,0.24,52.48,47.52,13.1,-9.19,5.28,0.31,1.7,10.02,-10.02,,,,,표본 부족으로 검정 불가,False,아니오
2203,8,뒤 절반,9,0,9,2.99,1.85,66.67,33.33,8.65,-2.0,4.22,162,0,162,1.44,1.14,66.67,33.33,15.45,-4.81,3.39,1.54,0.71,0.0,0.0,,,,,표본 부족으로 검정 불가,False,아니오
2203,8,최근 10년,10,0,10,2.97,2.32,70.0,30.0,8.65,-2.0,3.98,201,0,201,1.98,1.75,72.14,27.86,15.45,-4.81,3.49,0.99,0.57,-2.14,2.14,0.3866,0.6374,1.0,1.0,,False,예
2203,8,최근 5년,5,0,5,0.4,-1.15,40.0,60.0,5.46,-2.0,3.18,100,0,100,0.46,0.25,53.0,47.0,15.45,-4.81,3.33,-0.05,-1.4,-13.0,13.0,,,,,표본 부족으로 검정 불가,True,아니오
2203,9,앞 절반,8,0,8,-0.61,-1.02,25.0,75.0,2.89,-3.82,2.28,129,0,129,0.27,0.13,52.71,47.29,11.35,-7.58,2.49,-0.88,-1.14,-27.71,27.71,,,,,표본 부족으로 검정 불가,False,아니오
2203,9,뒤 절반,8,0,8,-3.85,-4.34,25.0,75.0,1.84,-10.42,3.76,128,0,128,-2.79,-2.88,23.44,76.56,9.68,-16.26,5.04,-1.06,-1.46,1.56,-1.56,,,,,표본 부족으로 검정 불가,False,아니오
2203,9,최근 10년,10,0,10,-3.21,-3.33,20.0,80.0,1.84,-10.42,3.59,183,0,183,-1.81,-1.5,31.69,68.31,9.68,-16.26,4.62,-1.4,-1.83,-11.69,11.69,0.3127,0.1598,0.4895,0.4895,,False,예
2203,9,최근 5년,5,0,5,-3.98,-4.01,20.0,80.0,1.84,-10.42,4.41,90,0,90,-2.74,-2.17,28.89,71.11,9.68,-16.26,5.77,-1.25,-1.84,-8.89,8.89,,,,,표본 부족으로 검정 불가,False,아니오
2203,10,앞 절반,8,0,8,0.55,0.44,62.5,37.5,4.07,-3.18,2.48,134,0,134,-0.0,-0.39,42.54,57.46,15.14,-7.45,3.78,0.55,0.83,19.96,-19.96,,,,,표본 부족으로 검정 불가,False,아니오
2203,10,뒤 절반,8,0,8,-0.94,-0.44,50.0,50.0,5.16,-11.76,5.96,128,0,128,-0.58,-0.11,48.44,51.56,11.98,-13.01,5.74,-0.36,-0.34,1.56,-1.56,,,,,표본 부족으로 검정 불가,False,아니오
2203,10,최근 10년,10,0,10,-0.7,-0.44,50.0,50.0,5.16,-11.76,5.53,182,0,182,-1.17,-0.48,45.6,54.4,11.98,-19.74,6.19,0.48,0.04,4.4,-4.4,0.8292,0.9161,1.0,1.0,,False,예
2203,10,최근 5년,5,0,5,0.6,0.19,60.0,40.0,4.72,-5.5,4.3,90,0,90,-0.04,0.21,52.22,47.78,9.88,-13.01,5.25,0.64,-0.03,7.78,-7.78,,,,,표본 부족으로 검정 불가,False,아니오
2203,11,앞 절반,8,0,8,-1.21,-0.87,50.0,50.0,2.96,-5.49,2.91,143,0,143,0.19,0.17,54.55,45.45,12.61,-5.74,3.62,-1.4,-1.04,-4.55,4.55,,,,,표본 부족으로 검정 불가,False,아니오
2203,11,뒤 절반,8,0,8,-0.75,-0.04,50.0,50.0,2.82,-6.17,3.15,145,0,145,-0.5,-0.68,46.21,53.79,15.53,-13.13,4.97,-0.25,0.64,3.79,-3.79,,,,,표본 부족으로 검정 불가,False,아니오
2203,11,최근 10년,10,0,10,-1.48,-1.9,40.0,60.0,2.82,-6.17,3.22,205,0,205,-0.17,-0.61,45.37,54.63,15.53,-13.13,5.09,-1.31,-1.3,-5.37,5.37,0.4086,0.4476,0.7722,0.7722,,False,예
2203,11,최근 5년,5,0,5,-1.17,-1.21,40.0,60.0,2.82,-6.17,3.5,102,0,102,-0.31,-0.7,47.06,52.94,15.53,-13.13,4.89,-0.85,-0.51,-7.06,7.06,,,,,표본 부족으로 검정 불가,False,아니오
2203,12,앞 절반,8,0,8,3.66,2.92,100.0,0.0,9.94,1.13,2.74,138,0,138,2.28,2.16,75.36,24.64,10.15,-4.63,3.23,1.37,0.77,24.64,-24.64,,,,,표본 부족으로 검정 불가,False,아니오
2203,12,뒤 절반,8,0,8,1.69,2.08,75.0,25.0,5.04,-3.09,2.54,137,0,137,1.57,1.73,66.42,33.58,12.62,-9.52,4.68,0.13,0.35,8.58,-8.58,,,,,표본 부족으로 검정 불가,False,아니오
2203,12,최근 10년,10,0,10,2.66,2.81,80.0,20.0,9.94,-3.09,3.43,193,0,193,2.22,2.69,72.54,27.46,12.62,-9.52,4.52,0.44,0.12,7.46,-7.46,0.7572,0.8112,0.7443,0.7443,,False,예
2203,12,최근 5년,5,0,5,0.87,0.87,60.0,40.0,3.78,-3.09,2.71,98,0,98,-0.29,0.2,52.04,47.96,7.91,-9.52,3.88,1.16,0.67,7.96,-7.96,,,,,표본 부족으로 검정 불가,False,아니오
2001,1,앞 절반,15,0,15,0.1,0.39,60.0,40.0,9.26,-8.74,5.48,278,0,278,-0.02,-0.1,48.2,51.8,51.45,-28.43,9.6,0.12,0.49,11.8,-11.8,0.9421,0.7173,0.4276,0.4276,,False,예
2001,1,뒤 절반,15,0,15,0.2,0.09,53.33,46.67,17.73,-8.95,6.13,272,0,272,0.41,0.13,51.47,48.53,22.0,-15.89,6.62,-0.21,-0.04,1.86,-1.86,0.9401,0.8851,1.0,1.0,,False,예
2001,1,최근 10년,10,0,10,0.16,-0.44,50.0,50.0,17.73,-8.95,7.57,195,0,195,0.64,-0.06,49.74,50.26,22.0,-15.89,8.07,-0.47,-0.38,0.26,-0.26,0.8182,0.981,1.0,1.0,,False,예
2001,1,최근 5년,5,0,5,1.37,0.09,60.0,40.0,17.73,-8.95,10.26,96,0,96,1.57,0.53,55.21,44.79,22.0,-15.89,10.23,-0.2,-0.44,4.79,-4.79,,,,,표본 부족으로 검정 불가,False,아니오
2001,2,앞 절반,15,0,15,-1.11,-1.07,40.0,60.0,4.39,-12.42,4.14,256,0,256,0.13,-0.14,48.83,51.17,34.02,-12.42,5.43,-1.23,-0.93,-8.83,8.83,0.3746,0.5744,0.6154,0.6154,,False,예
2001,2,뒤 절반,15,0,15,-0.92,-0.07,46.67,53.33,3.36,-10.41,3.45,250,0,250,0.04,0.35,56.8,43.2,10.36,-11.82,4.14,-0.96,-0.42,-10.13,10.13,0.3297,0.4905,0.4296,0.4296,,False,예
2001,2,최근 10년,10,0,10,-2.03,-1.05,20.0,80.0,3.36,-10.41,3.74,177,0,177,-0.82,-0.36,44.63,55.37,10.36,-11.82,4.29,-1.22,-0.69,-24.63,24.63,0.3497,0.6613,0.2138,0.2138,,False,예
2001,2,최근 5년,5,0,5,0.02,-0.07,40.0,60.0,3.36,-3.16,2.32,89,0,89,1.61,1.08,67.42,32.58,10.36,-4.41,3.28,-1.59,-1.15,-27.42,27.42,,,,,표본 부족으로 검정 불가,True,아니오
2001,3,앞 절반,15,0,15,0.68,0.56,60.0,40.0,6.19,-4.14,3.51,293,0,293,0.29,0.56,57.0,43.0,21.19,-21.93,6.23,0.39,0.0,3.0,-3.0,0.8192,1.0,1.0,1.0,,False,예
2001,3,뒤 절반,15,0,15,0.74,0.43,53.33,46.67,21.66,-9.4,6.92,284,0,284,0.89,1.02,64.44,35.21,32.85,-12.48,5.41,-0.15,-0.59,-11.1,11.46,0.9011,0.5345,0.4126,0.4156,,False,예
2001,3,최근 10년,10,0,10,1.18,1.0,60.0,40.0,21.66,-9.4,8.5,201,0,201,0.61,1.04,61.19,38.81,32.85,-12.48,6.47,0.57,-0.04,-1.19,1.19,0.7792,0.8571,1.0,1.0,,False,예
2001,3,최근 5년,5,0,5,-1.41,1.58,60.0,40.0,5.65,-9.4,6.52,99,0,99,-0.5,1.23,56.57,43.43,11.8,-9.92,5.98,-0.91,0.34,3.43,-3.43,,,,,표본 부족으로 검정 불가,True,아니오
2001,4,앞 절반,15,0,15,-1.54,-2.27,40.0,60.0,7.44,-14.6,5.27,284,0,284,-0.09,-0.76,40.49,59.51,46.89,-29.25,9.85,-1.45,-1.5,-0.49,0.49,0.5684,0.2987,1.0,1.0,,False,예
2001,4,뒤 절반,15,0,15,-0.95,-1.19,26.67,73.33,4.14,-4.84,2.66,282,0,282,0.64,0.23,53.19,46.81,16.91,-7.33,3.7,-1.59,-1.42,-26.52,26.52,0.0879,0.035,0.042,0.042,,False,예
2001,4,최근 10년,10,0,10,-1.01,-1.11,30.0,70.0,3.21,-4.84,2.6,201,0,201,0.58,-0.04,49.75,50.25,16.91,-7.33,4.17,-1.59,-1.06,-19.75,19.75,0.2168,0.2887,0.3566,0.3566,,False,예
2001,4,최근 5년,5,0,5,-0.56,-0.07,40.0,60.0,3.21,-4.84,3.21,101,0,101,0.69,0.16,50.5,49.5,15.01,-7.33,4.78,-1.25,-0.23,-10.5,10.5,,,,,표본 부족으로 검정 불가,False,아니오
2001,5,앞 절반,15,0,15,1.24,1.74,60.0,40.0,16.93,-12.06,7.16,275,0,275,-0.08,-0.13,48.36,51.64,24.85,-18.91,7.6,1.32,1.86,11.64,-11.64,0.4366,0.2348,0.4196,0.4196,,False,예
2001,5,뒤 절반,15,0,15,1.33,1.49,80.0,20.0,5.18,-0.84,1.48,263,0,263,0.6,0.99,68.44,31.56,11.18,-11.45,3.11,0.73,0.5,11.56,-11.56,0.3457,0.2937,0.3876,0.3876,,False,예
2001,5,최근 10년,10,0,10,1.06,1.33,80.0,20.0,2.63,-0.84,1.11,186,0,186,0.27,1.03,67.74,32.26,11.18,-11.45,3.61,0.78,0.3,12.26,-12.26,0.4755,0.5005,0.5045,0.5045,,False,예
2001,5,최근 5년,5,0,5,1.38,1.77,80.0,20.0,2.63,-0.84,1.31,93,0,93,-0.42,0.65,59.14,40.86,7.16,-11.45,4.06,1.8,1.12,20.86,-20.86,,,,,표본 부족으로 검정 불가,False,아니오
2001,6,앞 절반,15,0,15,-0.4,-1.06,40.0,60.0,4.88,-7.48,3.79,280,0,280,-0.4,-0.68,43.57,56.07,29.51,-15.95,6.46,-0.0,-0.38,-3.57,3.93,0.987,0.6803,1.0,0.7852,,False,예
2001,6,뒤 절반,15,0,15,-1.41,-1.27,26.67,73.33,1.69,-5.22,2.09,271,0,271,-1.38,-0.75,39.48,60.52,7.92,-16.38,4.13,-0.03,-0.51,-12.82,12.82,0.993,0.6314,0.3996,0.3996,,False,예
2001,6,최근 10년,10,0,10,-2.06,-2.02,10.0,90.0,1.39,-5.22,2.09,193,0,193,-1.95,-1.02,31.61,68.39,7.61,-16.38,4.33,-0.11,-1.0,-21.61,21.61,0.8881,0.4286,0.1598,0.1598,,False,예
2001,6,최근 5년,5,0,5,-2.74,-2.05,0.0,100.0,-1.27,-5.22,1.54,95,0,95,-3.11,-1.75,21.05,78.95,7.61,-16.38,5.05,0.37,-0.3,-21.05,21.05,,,,,표본 부족으로 검정 불가,False,아니오
2001,7,앞 절반,15,0,15,-1.79,-1.67,46.67,53.33,4.79,-10.17,4.6,298,0,298,-2.35,-0.99,38.59,61.41,7.72,-25.07,5.42,0.57,-0.68,8.08,-8.08,0.7502,0.7063,0.5824,0.5824,,False,예
2001,7,뒤 절반,16,0,16,-1.66,-1.96,37.5,62.5,4.26,-7.36,3.25,317,0,317,-0.92,-0.77,42.59,57.41,12.06,-22.55,4.75,-0.74,-1.18,-5.09,5.09,0.4685,0.3207,0.8052,0.8052,,False,예
2001,7,최근 10년,10,0,10,-1.62,-1.96,30.0,70.0,4.26,-6.51,3.1,211,0,211,-0.9,-0.87,41.71,58.29,12.06,-22.55,5.36,-0.72,-1.08,-11.71,11.71,0.6713,0.3866,0.5095,0.5095,,False,예
2001,7,최근 5년,5,0,5,-1.37,-1.88,40.0,60.0,1.63,-3.99,2.37,105,0,105,-0.53,0.47,54.29,45.71,11.63,-22.55,6.32,-0.84,-2.35,-14.29,14.29,,,,,표본 부족으로 검정 불가,False,아니오
2001,8,앞 절반,15,0,15,-0.31,-0.38,33.33,66.67,11.55,-9.02,5.28,298,0,298,-1.22,-0.45,44.3,55.7,15.09,-14.16,5.3,0.91,0.07,-10.96,10.96,0.4935,0.8262,0.4505,0.4505,,False,예
2001,8,뒤 절반,16,0,16,2.05,2.35,68.75,31.25,7.28,-4.67,3.82,303,0,303,0.93,1.26,62.38,37.62,13.15,-8.57,3.91,1.12,1.09,6.37,-6.37,0.2637,0.2488,0.6074,0.6074,,False,예
2001,8,최근 10년,10,0,10,2.76,2.35,70.0,30.0,7.28,-2.51,3.65,201,0,201,1.55,1.45,68.66,31.34,13.15,-5.64,2.91,1.21,0.9,1.34,-1.34,0.1918,0.3497,1.0,1.0,,False,예
2001,8,최근 5년,5,0,5,0.83,-0.78,40.0,60.0,5.82,-2.51,3.33,100,0,100,0.75,0.36,54.0,46.0,13.15,-5.64,3.0,0.08,-1.15,-14.0,14.0,,,,,표본 부족으로 검정 불가,True,아니오
2001,9,앞 절반,15,0,15,-1.84,-1.3,33.33,66.67,5.22,-12.98,5.15,273,0,273,-2.51,-1.11,36.63,63.0,17.93,-21.55,7.08,0.67,-0.19,-3.3,3.66,0.7552,0.7862,0.7822,0.7832,,False,예
2001,9,뒤 절반,15,0,15,-2.5,-2.28,26.67,73.33,2.08,-11.53,3.39,260,0,260,-1.1,-0.56,45.0,55.0,9.79,-15.58,4.18,-1.4,-1.72,-18.33,18.33,0.1938,0.046,0.1878,0.1878,,False,예
2001,9,최근 10년,10,0,10,-3.07,-3.27,30.0,70.0,2.08,-11.53,3.85,183,0,183,-2.0,-1.23,31.69,68.31,8.17,-15.58,4.51,-1.07,-2.04,-1.69,1.69,0.4276,0.1349,1.0,1.0,,False,예
2001,9,최근 5년,5,0,5,-4.14,-4.1,20.0,80.0,2.08,-11.53,4.91,90,0,90,-3.03,-2.65,28.89,71.11,8.17,-15.58,5.87,-1.11,-1.45,-8.89,8.89,,,,,표본 부족으로 검정 불가,False,아니오
2001,10,앞 절반,15,0,15,-1.42,0.59,53.33,46.67,4.64,-12.76,4.93,292,0,292,-1.02,-0.22,45.89,53.77,19.24,-30.14,7.05,-0.4,0.81,7.44,-7.1,0.7632,0.4226,0.7912,0.7982,,True,예
2001,10,뒤 절반,15,0,15,-0.97,-0.93,46.67,53.33,4.41,-12.4,4.23,261,0,261,-1.63,-0.41,42.91,57.09,7.59,-20.56,4.84,0.66,-0.52,3.75,-3.75,0.6144,0.8222,0.7692,0.7692,,False,예
2001,10,최근 10년,10,0,10,-1.76,-1.14,40.0,60.0,3.16,-12.4,4.8,182,0,182,-2.02,-0.3,43.41,56.59,7.59,-20.56,5.58,0.26,-0.84,-3.41,3.41,0.9251,0.978,1.0,1.0,,False,예
2001,10,최근 5년,5,0,5,-0.32,-0.93,40.0,60.0,2.81,-4.31,2.89,90,0,90,-0.6,-0.15,46.67,53.33,7.59,-11.9,4.37,0.28,-0.78,-6.67,6.67,,,,,표본 부족으로 검정 불가,False,아니오
2001,11,앞 절반,15,0,15,0.77,0.32,60.0,40.0,12.61,-16.1,6.82,296,0,296,0.3,0.87,56.76,43.24,22.08,-17.61,6.95,0.47,-0.55,3.24,-3.24,0.7902,0.8801,1.0,1.0,,False,예
2001,11,뒤 절반,15,0,15,-0.46,0.47,53.33,46.67,2.56,-7.32,2.71,288,0,288,0.12,0.23,53.82,45.83,12.51,-10.06,3.75,-0.58,0.24,-0.49,0.83,0.5834,0.7033,1.0,1.0,,True,예
2001,11,최근 10년,10,0,10,-0.94,-0.51,40.0,60.0,2.32,-7.32,3.07,205,0,205,0.14,0.0,49.76,49.76,12.51,-10.06,4.34,-1.09,-0.51,-9.76,10.24,0.4336,0.7552,0.5305,0.5275,,False,예
2001,11,최근 5년,5,0,5,-0.75,-0.33,40.0,60.0,2.32,-7.32,3.94,102,0,102,-0.2,-0.1,49.02,50.0,12.51,-10.06,4.31,-0.55,-0.22,-9.02,10.0,,,,,표본 부족으로 검정 불가,False,아니오
2001,12,앞 절반,15,0,15,-1.11,-0.62,33.33,66.67,7.48,-14.3,5.48,266,0,266,-1.4,-0.22,46.24,53.76,18.86,-26.06,7.8,0.28,-0.4,-12.91,12.91,0.9081,0.9271,0.4286,0.4286,,False,예
2001,12,뒤 절반,15,0,15,2.01,2.18,93.33,6.67,5.71,-3.39,2.02,271,0,271,1.8,1.89,74.91,25.09,9.79,-8.28,3.21,0.2,0.29,18.43,-18.43,0.7882,0.7682,0.1309,0.1309,,False,예
2001,12,최근 10년,10,0,10,1.84,1.83,90.0,10.0,5.71,-3.39,2.45,193,0,193,1.94,2.22,75.65,24.35,9.79,-8.28,3.59,-0.1,-0.39,14.35,-14.35,0.9261,0.7303,0.4466,0.4466,,False,예
2001,12,최근 5년,5,0,5,0.8,1.11,80.0,20.0,4.39,-3.39,2.79,98,0,98,0.31,0.63,59.18,40.82,8.16,-8.28,3.49,0.5,0.48,20.82,-20.82,,,,,표본 부족으로 검정 불가,False,아니오
