대상,격자 칸,진입 달력일,청산 상대 거래일,신호,제외,표본,평균(%),중앙값(%),오른 비율(%),내린 비율(%),최고(%),최악(%),표준편차(%),기준선 신호,기준선 제외,기준선 표본,기준선 평균(%),기준선 중앙값(%),기준선 오른 비율(%),기준선 내린 비율(%),기준선 최고(%),기준선 최악(%),기준선 표준편차(%),평균 차이(%p),중앙값 차이(%p),오른 비율 차이(%p),내린 비율 차이(%p),평균 우연확률,중앙값 우연확률,오른 비율 우연확률,내린 비율 우연확률,비고,평균-비율 어긋남,판정가능
229200,18일 → 말일+1,18,1,131,0,131,0.13,-0.04,48.09,51.15,20.82,-10.02,4.93,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.22,-0.33,-4.39,4.11,0.6274,0.4486,0.3247,0.3157,,True,예
229200,18일 → 말일+2,18,2,131,0,131,0.11,0.18,51.15,48.85,26.14,-12.29,5.59,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.23,-0.15,-1.23,1.68,0.6434,0.8072,0.8711,0.7293,,False,예
229200,18일 → 말일+3,18,3,130,0,130,0.23,0.62,53.08,46.92,25.49,-16.5,5.96,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.19,0.05,-1.35,1.5,0.7303,0.957,0.7872,0.7203,,False,예
229200,19일 → 말일-3,19,-3,131,0,131,-0.23,-0.31,41.98,58.02,17.2,-12.78,3.91,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.17,-0.35,-8.27,8.83,0.6723,0.3676,0.042,0.032,,False,예
229200,19일 → 말일-2,19,-2,131,0,131,-0.36,-0.34,44.27,55.73,25.98,-18.08,4.79,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.16,-0.3,-5.07,5.55,0.7133,0.3277,0.2388,0.2018,,False,예
229200,19일 → 말일-1,19,-1,131,0,131,-0.12,-0.16,48.85,50.38,29.67,-21.91,5.13,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.17,-0.3,-2.28,1.85,0.7243,0.5634,0.6513,0.7253,,False,예
229200,19일 → 말일,19,0,131,0,131,-0.1,0.17,50.38,49.62,28.6,-12.04,5.38,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.18,0.04,-0.64,1.03,0.7293,0.8581,0.9171,0.8292,,True,예
229200,19일 → 말일+1,19,1,131,0,131,0.17,-0.08,47.33,51.91,23.89,-11.93,4.96,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.19,-0.37,-5.16,4.88,0.6943,0.3896,0.2328,0.2308,,True,예
229200,19일 → 말일+2,19,2,131,0,131,0.16,0.12,50.38,49.62,27.15,-16.15,5.77,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.19,-0.22,-1.99,2.44,0.7093,0.7303,0.7463,0.6124,,False,예
229200,19일 → 말일+3,19,3,130,0,130,0.27,0.18,50.77,49.23,27.98,-18.15,6.01,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.14,-0.39,-3.65,3.8,0.7822,0.4665,0.4226,0.3646,,False,예
229200,20일 → 말일-3,20,-3,130,0,130,-0.3,-0.47,43.85,55.38,16.55,-10.15,3.61,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.23,-0.52,-6.41,6.2,0.5534,0.1598,0.1179,0.1349,,False,예
229200,20일 → 말일-2,20,-2,131,0,131,-0.43,-0.31,44.27,54.96,25.28,-12.08,4.41,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.23,-0.27,-5.07,4.79,0.6104,0.3886,0.2388,0.2687,,False,예
229200,20일 → 말일-1,20,-1,131,0,131,-0.2,-0.47,45.8,53.44,28.95,-15.9,4.68,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.25,-0.61,-5.34,4.91,0.6144,0.1838,0.2358,0.2677,,False,예
229200,20일 → 말일,20,0,131,0,131,-0.18,-0.45,46.56,53.44,26.39,-12.04,4.87,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.26,-0.59,-4.46,4.85,0.6164,0.1978,0.3197,0.2777,,False,예
229200,20일 → 말일+1,20,1,131,0,131,0.09,-0.26,46.56,52.67,18.96,-11.93,4.51,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.26,-0.56,-5.92,5.64,0.5664,0.1888,0.1588,0.1678,,True,예
229200,20일 → 말일+2,20,2,131,0,131,0.09,-0.36,47.33,51.91,24.2,-15.65,5.38,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.26,-0.7,-5.04,4.73,0.6144,0.1638,0.2907,0.2937,,True,예
229200,20일 → 말일+3,20,3,130,0,130,0.22,0.32,52.31,46.92,23.55,-18.15,5.66,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.19,-0.25,-2.11,1.5,0.7133,0.6274,0.6543,0.7203,,False,예
229200,21일 → 말일-3,21,-3,130,0,130,-0.12,-0.21,44.62,53.08,22.44,-9.63,3.49,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,-0.05,-0.25,-5.64,3.89,0.8761,0.4755,0.1668,0.3726,,False,예
229200,21일 → 말일-2,21,-2,130,0,130,-0.25,-0.2,46.15,53.08,31.61,-12.08,4.46,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,-0.05,-0.16,-3.19,2.9,0.8961,0.6124,0.4545,0.5155,,False,예
229200,21일 → 말일-1,21,-1,131,0,131,-0.02,0.0,49.62,49.62,35.46,-16.17,4.76,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,-0.06,-0.13,-1.52,1.09,0.8921,0.8611,0.7862,0.8591,,False,예
229200,21일 → 말일,21,0,131,0,131,0.0,-0.37,45.8,54.2,32.77,-12.04,4.95,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.07,-0.5,-5.22,5.61,0.8961,0.2767,0.2388,0.2018,,True,예
229200,21일 → 말일+1,21,1,131,0,131,0.28,-0.1,48.85,50.38,24.97,-11.93,4.52,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.08,-0.39,-3.63,3.35,0.8741,0.3546,0.4036,0.4116,,True,예
229200,21일 → 말일+2,21,2,131,0,131,0.27,-0.14,48.85,51.15,30.47,-15.65,5.42,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.08,-0.48,-3.52,3.97,0.8871,0.3786,0.4795,0.3756,,True,예
229200,21일 → 말일+3,21,3,130,0,130,0.36,0.31,54.62,45.38,29.79,-18.15,5.69,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,-0.05,-0.26,0.19,-0.04,0.9071,0.6174,1.0,1.0,,False,예
229200,22일 → 말일-3,22,-3,126,0,126,-0.06,-0.02,50.0,50.0,19.05,-10.32,3.2,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,0.01,-0.06,-0.26,0.81,0.995,0.8501,0.9391,0.8681,,False,예
229200,22일 → 말일-2,22,-2,130,0,130,-0.19,-0.28,46.15,53.08,27.96,-12.76,4.14,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,0.01,-0.24,-3.19,2.9,0.989,0.4605,0.4545,0.5155,,False,예
229200,22일 → 말일-1,22,-1,131,0,131,0.05,0.31,53.44,46.56,31.71,-15.33,4.46,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,0.0,0.18,2.3,-1.97,0.992,0.5824,0.5874,0.6543,,False,예
229200,22일 → 말일,22,0,131,0,131,0.07,-0.1,48.09,51.91,29.09,-12.72,4.68,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,-0.01,-0.23,-2.93,3.32,0.966,0.6294,0.5105,0.4615,,True,예
229200,22일 → 말일+1,22,1,131,0,131,0.34,0.23,52.67,45.8,21.51,-12.61,4.28,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,-0.01,-0.07,0.19,-1.23,0.973,0.8362,1.0,0.8501,,False,예
229200,22일 → 말일+2,22,2,131,0,131,0.34,0.0,48.85,49.62,26.86,-15.65,5.24,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,-0.01,-0.34,-3.52,2.44,0.995,0.5894,0.4795,0.6124,,False,예
229200,22일 → 말일+3,22,3,130,0,130,0.42,0.59,56.92,43.08,26.2,-18.03,5.48,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,0.01,0.02,2.5,-2.35,0.977,0.995,0.5874,0.6573,,False,예
229200,23일 → 말일-3,23,-3,121,0,121,0.16,0.07,51.24,48.76,14.09,-11.6,3.09,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,0.23,0.02,0.98,-0.43,0.6144,0.966,0.9341,1.0,,False,예
229200,23일 → 말일-2,23,-2,129,0,129,0.01,0.05,50.39,48.84,22.63,-16.98,3.87,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,0.21,0.09,1.04,-1.34,0.6464,0.8212,0.8422,0.7892,,False,예
229200,23일 → 말일-1,23,-1,131,0,131,0.25,0.3,51.91,48.09,26.22,-20.86,4.33,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,0.21,0.17,0.77,-0.44,0.6863,0.6074,0.8482,0.9271,,False,예
229200,23일 → 말일,23,0,131,0,131,0.27,0.15,53.44,46.56,24.71,-9.7,4.45,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,0.19,0.01,2.41,-2.02,0.6513,0.9231,0.5674,0.6164,,False,예
229200,23일 → 말일+1,23,1,131,0,131,0.54,0.5,55.73,41.98,20.15,-9.42,4.08,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,0.19,0.2,3.24,-5.05,0.6933,0.7303,0.4625,0.2717,,False,예
229200,23일 → 말일+2,23,2,131,0,131,0.52,0.41,51.91,48.09,23.3,-14.55,4.83,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,0.18,0.07,-0.46,0.91,0.7023,0.9101,1.0,0.8791,,False,예
229200,23일 → 말일+3,23,3,130,0,130,0.62,0.9,59.23,40.77,24.11,-17.42,5.13,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,0.2,0.33,4.81,-4.66,0.6923,0.5624,0.2677,0.3157,,False,예
229200,24일 → 말일-3,24,-3,110,0,110,0.18,0.0,49.09,49.09,14.09,-6.86,2.33,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,0.25,-0.04,-1.16,-0.1,0.6064,0.9091,0.8611,1.0,,False,예
229200,24일 → 말일-2,24,-2,125,0,125,0.07,0.14,52.0,47.2,22.63,-11.07,3.22,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,0.27,0.18,2.66,-2.98,0.5784,0.6294,0.5794,0.5644,,False,예
229200,24일 → 말일-1,24,-1,130,0,130,0.3,0.34,57.69,41.54,26.22,-15.23,3.71,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,0.25,0.21,6.55,-6.99,0.6204,0.5245,0.1289,0.1039,,False,예
229200,24일 → 말일,24,0,131,0,131,0.31,0.28,56.49,43.51,23.72,-8.07,3.87,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,0.24,0.14,5.47,-5.07,0.5824,0.6503,0.2128,0.2448,,False,예
229200,24일 → 말일+1,24,1,131,0,131,0.6,0.29,54.2,44.27,16.45,-9.42,3.72,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,0.25,-0.01,1.71,-2.76,0.5944,0.9321,0.7233,0.5804,,False,예
229200,24일 → 말일+2,24,2,131,0,131,0.59,0.47,54.2,45.8,21.58,-15.31,4.61,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,0.24,0.13,1.83,-1.38,0.6224,0.8222,0.6773,0.8092,,False,예
229200,24일 → 말일+3,24,3,130,0,130,0.69,0.59,55.38,44.62,20.94,-16.62,4.87,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,0.28,0.02,0.96,-0.81,0.5864,0.987,0.8631,0.9381,,False,예
229200,25일 → 말일-3,25,-3,84,0,84,0.21,0.21,57.14,42.86,14.09,-5.32,2.33,2153,0,2153,-0.07,0.04,50.26,49.19,22.44,-28.75,4.97,0.28,0.17,6.89,-6.33,0.5884,0.7033,0.2058,0.2478,,False,예
229200,25일 → 말일-2,25,-2,120,0,120,0.08,0.14,52.5,45.83,22.63,-11.07,3.11,2284,0,2284,-0.2,-0.04,49.34,50.18,31.61,-33.08,5.52,0.28,0.18,3.16,-4.34,0.5784,0.6464,0.5025,0.3407,,False,예
229200,25일 → 말일-1,25,-1,128,0,128,0.25,0.35,57.03,42.97,26.22,-15.23,3.6,2415,0,2415,0.05,0.13,51.14,48.53,35.46,-36.21,5.7,0.2,0.22,5.89,-5.56,0.6983,0.5115,0.1738,0.2028,,False,예
229200,25일 → 말일,25,0,131,0,131,0.26,0.45,56.49,43.51,23.72,-9.68,3.8,2546,0,2546,0.08,0.14,51.02,48.59,32.77,-27.22,5.58,0.19,0.31,5.47,-5.07,0.6563,0.4296,0.2128,0.2448,,False,예
229200,25일 → 말일+1,25,1,131,0,131,0.54,0.6,54.96,44.27,16.45,-9.42,3.58,2677,0,2677,0.35,0.29,52.48,47.03,24.97,-24.99,5.27,0.19,0.31,2.48,-2.76,0.6933,0.5694,0.5874,0.5804,,False,예
229200,25일 → 말일+2,25,2,131,0,131,0.53,0.71,53.44,45.8,21.58,-15.38,4.49,2677,0,2677,0.34,0.34,52.37,47.18,30.47,-19.82,5.77,0.19,0.37,1.06,-1.38,0.6963,0.5105,0.8052,0.8092,,False,예
229200,25일 → 말일+3,25,3,130,0,130,0.65,0.56,55.38,44.62,20.94,-15.64,4.73,2657,0,2657,0.41,0.57,54.42,45.43,29.79,-21.05,6.1,0.23,-0.01,0.96,-0.81,0.6543,0.963,0.8631,0.9381,,False,예
251340,15일 → 말일-3,15,-3,121,0,121,0.18,0.14,50.41,49.59,19.01,-18.32,4.97,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,0.32,0.49,4.43,-3.21,0.4785,0.2498,0.3417,0.5075,,False,예
251340,15일 → 말일-2,15,-2,121,0,121,0.43,-0.34,46.28,52.07,25.94,-24.43,5.85,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,0.31,-0.14,-0.72,0.4,0.4885,0.7363,0.8472,0.9281,,True,예
251340,15일 → 말일-1,15,-1,121,0,121,0.13,-0.57,46.28,52.89,32.28,-26.35,6.11,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,0.31,-0.15,0.58,-0.37,0.5355,0.6543,0.9281,1.0,,True,예
251340,15일 → 말일,15,0,121,0,121,0.13,-0.06,49.59,50.41,14.06,-24.61,5.94,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,0.32,0.3,3.38,-2.4,0.5025,0.5305,0.4496,0.6474,,True,예
251340,15일 → 말일+1,15,1,121,0,121,-0.25,-0.79,45.45,54.55,12.66,-20.42,5.59,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,0.3,-0.1,1.76,-0.38,0.5275,0.7473,0.7003,1.0,,False,예
251340,15일 → 말일+2,15,2,121,0,121,-0.17,-0.75,48.76,51.24,15.22,-24.08,6.13,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,0.32,-0.06,4.26,-3.69,0.5554,0.8831,0.3367,0.4386,,False,예
251340,15일 → 말일+3,15,3,120,0,120,-0.31,-0.65,45.83,53.33,21.11,-23.56,6.67,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,0.23,0.28,3.01,-3.07,0.6713,0.6753,0.5105,0.5145,,False,예
251340,16일 → 말일-3,16,-3,121,0,121,0.26,0.14,51.24,48.76,12.34,-17.61,4.53,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,0.4,0.49,5.25,-4.04,0.3666,0.2498,0.2577,0.3996,,False,예
251340,16일 → 말일-2,16,-2,121,0,121,0.51,-0.49,44.63,55.37,18.88,-23.77,5.4,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,0.39,-0.3,-2.37,3.71,0.4056,0.4336,0.5564,0.3736,,True,예
251340,16일 → 말일-1,16,-1,121,0,121,0.22,-0.54,47.11,52.07,24.86,-25.7,5.68,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,0.39,-0.12,1.4,-1.2,0.4306,0.6993,0.7682,0.8511,,True,예
251340,16일 → 말일,16,0,121,0,121,0.22,-0.06,48.76,50.41,11.8,-23.94,5.68,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,0.41,0.3,2.56,-2.4,0.4056,0.5305,0.5714,0.6474,,True,예
251340,16일 → 말일+1,16,1,121,0,121,-0.16,-0.09,49.59,50.41,11.67,-19.72,5.41,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,0.39,0.59,5.9,-4.52,0.3996,0.2697,0.1868,0.3377,,False,예
251340,16일 → 말일+2,16,2,121,0,121,-0.08,-0.73,46.28,52.07,11.71,-23.42,5.92,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,0.41,-0.04,1.78,-2.86,0.4356,0.8951,0.7093,0.5724,,False,예
251340,16일 → 말일+3,16,3,120,0,120,-0.22,-0.93,42.5,55.83,20.62,-22.89,6.47,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,0.32,0.01,-0.32,-0.57,0.5475,0.987,1.0,0.9401,,False,예
251340,17일 → 말일-3,17,-3,121,0,121,0.27,0.14,50.41,49.59,12.47,-17.61,4.36,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,0.41,0.49,4.43,-3.21,0.3457,0.2498,0.3417,0.5075,,False,예
251340,17일 → 말일-2,17,-2,121,0,121,0.52,-0.56,45.45,54.55,18.88,-23.77,5.21,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,0.4,-0.37,-1.55,2.88,0.3896,0.3247,0.7093,0.5095,,True,예
251340,17일 → 말일-1,17,-1,121,0,121,0.22,-0.27,47.11,51.24,24.86,-25.7,5.44,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,0.4,0.15,1.4,-2.02,0.4136,0.7802,0.7682,0.7233,,True,예
251340,17일 → 말일,17,0,121,0,121,0.22,0.11,50.41,48.76,12.44,-23.94,5.44,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,0.42,0.46,4.21,-4.06,0.3966,0.3237,0.3377,0.3826,,False,예
251340,17일 → 말일+1,17,1,121,0,121,-0.15,-0.14,48.76,50.41,12.66,-19.72,5.22,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,0.4,0.54,5.07,-4.52,0.3906,0.3117,0.2498,0.3377,,False,예
251340,17일 → 말일+2,17,2,121,0,121,-0.07,-0.77,44.63,54.55,14.39,-23.42,5.73,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,0.42,-0.08,0.13,-0.38,0.4256,0.8751,1.0,1.0,,False,예
251340,17일 → 말일+3,17,3,120,0,120,-0.21,-1.34,41.67,57.5,19.24,-22.89,6.24,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,0.33,-0.4,-1.16,1.1,0.5405,0.5574,0.8631,0.8482,,False,예
251340,18일 → 말일-3,18,-3,121,0,121,0.17,0.13,51.24,47.93,12.34,-17.61,4.17,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,0.31,0.48,5.25,-4.87,0.4845,0.2667,0.2577,0.3087,,False,예
251340,18일 → 말일-2,18,-2,121,0,121,0.42,-0.11,47.93,50.41,18.88,-23.77,5.04,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,0.3,0.08,0.93,-1.25,0.5045,0.8811,0.9221,0.8571,,True,예
251340,18일 → 말일-1,18,-1,121,0,121,0.12,-0.27,47.11,52.89,24.86,-25.7,5.3,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,0.29,0.15,1.4,-0.37,0.5514,0.7802,0.7682,1.0,,True,예
251340,18일 → 말일,18,0,121,0,121,0.13,0.23,51.24,47.93,12.48,-23.94,5.33,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,0.32,0.59,5.04,-4.88,0.5085,0.2068,0.2587,0.3007,,False,예
251340,18일 → 말일+1,18,1,121,0,121,-0.25,-0.15,47.11,50.41,10.83,-19.72,5.01,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,0.3,0.54,3.42,-4.52,0.5275,0.3247,0.4446,0.3377,,False,예
251340,18일 → 말일+2,18,2,121,0,121,-0.17,-0.55,47.93,51.24,11.45,-23.42,5.62,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,0.32,0.14,3.43,-3.69,0.5514,0.8172,0.4316,0.4386,,False,예
251340,18일 → 말일+3,18,3,120,0,120,-0.27,-0.95,45.0,53.33,18.74,-22.89,6.16,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,0.27,-0.02,2.18,-3.07,0.6194,0.991,0.6404,0.5145,,False,예
251340,19일 → 말일-3,19,-3,121,0,121,0.13,0.25,54.55,45.45,12.34,-16.74,4.03,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,0.27,0.6,8.56,-7.35,0.5534,0.1678,0.0659,0.1139,,False,예
251340,19일 → 말일-2,19,-2,121,0,121,0.38,0.14,51.24,46.28,18.88,-22.95,4.94,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,0.26,0.33,4.24,-5.38,0.5644,0.3836,0.3776,0.2527,,False,예
251340,19일 → 말일-1,19,-1,121,0,121,0.08,-0.11,47.11,50.41,24.86,-24.91,5.22,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,0.25,0.31,1.4,-2.85,0.6324,0.5485,0.7682,0.5824,,True,예
251340,19일 → 말일,19,0,121,0,121,0.09,0.32,52.07,47.11,12.85,-24.85,5.26,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,0.28,0.68,5.86,-5.71,0.5674,0.1499,0.1968,0.2188,,False,예
251340,19일 → 말일+1,19,1,121,0,121,-0.29,0.0,49.59,47.93,12.85,-21.78,4.96,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,0.26,0.69,5.9,-7.0,0.5874,0.2088,0.1868,0.1229,,False,예
251340,19일 → 말일+2,19,2,121,0,121,-0.2,-0.39,47.93,52.07,17.61,-24.66,5.77,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,0.29,0.3,3.43,-2.86,0.5874,0.6204,0.4316,0.5724,,False,예
251340,19일 → 말일+3,19,3,120,0,120,-0.32,-0.52,45.0,53.33,21.36,-24.75,6.09,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,0.23,0.41,2.18,-3.07,0.6743,0.5315,0.6404,0.5145,,False,예
251340,20일 → 말일-3,20,-3,120,0,120,0.18,0.37,53.33,45.0,11.6,-16.43,3.72,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,0.32,0.72,7.35,-7.8,0.4815,0.0849,0.1149,0.0969,,False,예
251340,20일 → 말일-2,20,-2,121,0,121,0.42,0.0,49.59,47.93,13.15,-22.68,4.54,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,0.3,0.19,2.58,-3.73,0.5025,0.6663,0.6304,0.4366,,False,예
251340,20일 → 말일-1,20,-1,121,0,121,0.12,0.0,49.59,48.76,16.99,-24.64,4.75,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,0.29,0.42,3.88,-4.5,0.5574,0.4076,0.3976,0.3576,,False,예
251340,20일 → 말일,20,0,121,0,121,0.13,0.33,52.89,46.28,12.85,-22.86,4.89,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,0.32,0.68,6.69,-6.53,0.5075,0.1429,0.1349,0.1588,,False,예
251340,20일 → 말일+1,20,1,121,0,121,-0.24,0.0,49.59,49.59,12.85,-18.57,4.62,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,0.3,0.69,5.9,-5.34,0.5205,0.2088,0.1868,0.2547,,False,예
251340,20일 → 말일+2,20,2,121,0,121,-0.15,0.0,49.59,49.59,17.06,-22.32,5.49,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,0.33,0.69,5.08,-5.34,0.5305,0.2258,0.2438,0.2358,,False,예
251340,20일 → 말일+3,20,3,120,0,120,-0.29,-0.61,44.17,55.0,21.36,-21.79,5.88,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,0.25,0.33,1.34,-1.4,0.6494,0.6214,0.7832,0.7852,,False,예
251340,21일 → 말일-3,21,-3,120,0,120,0.0,0.02,50.0,49.17,9.97,-20.14,3.46,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,0.14,0.37,4.01,-3.63,0.7572,0.4036,0.3916,0.4476,,False,예
251340,21일 → 말일-2,21,-2,120,0,120,0.26,0.13,51.67,47.5,13.15,-26.11,4.38,2102,0,2102,0.12,-0.19,47.0,51.67,42.6,-26.11,5.71,0.14,0.32,4.66,-4.17,0.7592,0.3956,0.3297,0.3796,,False,예
251340,21일 → 말일-1,21,-1,121,0,121,-0.05,-0.21,46.28,52.07,17.19,-27.99,4.57,2223,0,2223,-0.17,-0.42,45.7,53.26,49.78,-27.99,5.9,0.13,0.21,0.58,-1.2,0.8042,0.6464,0.9281,0.8511,,False,예
251340,21일 → 말일,21,0,121,0,121,-0.04,0.08,50.41,47.93,12.85,-26.28,4.75,2344,0,2344,-0.19,-0.36,46.2,52.82,29.15,-26.28,5.62,0.16,0.43,4.21,-4.88,0.7353,0.3546,0.3377,0.3007,,True,예
251340,21일 → 말일+1,21,1,121,0,121,-0.41,-0.42,47.11,51.24,12.85,-22.18,4.48,2465,0,2465,-0.54,-0.69,43.69,54.93,24.22,-22.18,5.34,0.13,0.26,3.42,-3.69,0.7722,0.6503,0.4446,0.4346,,False,예
251340,21일 → 말일+2,21,2,121,0,121,-0.32,-0.11,48.76,50.41,17.06,-25.77,5.37,2465,0,2465,-0.49,-0.69,44.5,54.93,22.2,-25.77,5.82,0.17,0.58,4.26,-4.52,0.7602,0.2627,0.3367,0.3307,,False,예
251340,21일 → 말일+3,21,3,120,0,120,-0.41,-0.63,45.0,55.0,21.36,-25.26,5.76,2445,0,2445,-0.54,-0.93,42.82,56.4,25.43,-25.26,6.26,0.13,0.3,2.18,-1.4,0.8122,0.6513,0.6404,0.7852,,False,예
251340,22일 → 말일-3,22,-3,116,0,116,-0.07,-0.05,49.14,50.0,10.87,-17.75,3.21,1981,0,1981,-0.14,-0.35,45.99,52.8,34.75,-20.14,5.08,0.07,0.3,3.15,-2.8,0.8921,0.5405,0.5514,0.5674,,False,예
