종목,만기월,방향,손절선(%),시기,신호,합계(%),평균(%),승률(%),손익비,손익분기 승률(%),이길 때(%),질 때(%),질 때 표본,최고(%),최악(%),표준편차(%),갭손절,장중손절,평균 보유일,판정가능,시기 시작일,시기 종료일
KODEX 200,9,위,-6.0,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-6.0,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-6.0,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-6.0,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-6.0,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
KODEX 200,9,위,-6.5,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-6.5,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-6.5,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-6.5,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-6.5,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
KODEX 200,9,위,-7.0,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-7.0,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-7.0,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-7.0,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-7.0,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
KODEX 200,9,위,-7.5,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-7.5,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-7.5,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-7.5,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-7.5,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
KODEX 200,9,위,-8.0,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-8.0,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-8.0,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-8.0,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-8.0,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
KODEX 200,9,위,-8.5,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-8.5,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-8.5,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-8.5,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-8.5,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
KODEX 200,9,위,-9.0,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-9.0,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-9.0,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-9.0,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-9.0,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
KODEX 200,9,위,-9.5,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-9.5,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-9.5,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-9.5,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-9.5,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
KODEX 200,9,위,-10.0,전체,23,28.71,1.25,78.26,1.082,48.03,2.15,-1.98,5,4.61,-3.32,2.28,0,0,5.3,예,2003-09-09,2025-09-11
KODEX 200,9,위,-10.0,앞 절반,11,18.95,1.72,81.82,1.375,42.11,2.51,-1.83,2,4.61,-3.15,2.37,0,0,5.36,예,2003-09-09,2013-09-12
KODEX 200,9,위,-10.0,뒤 절반,12,9.75,0.81,75.0,0.853,53.98,1.78,-2.09,3,4.44,-3.32,2.21,0,0,5.25,예,2014-09-11,2025-09-11
KODEX 200,9,위,-10.0,최근 10년,10,6.16,0.62,70.0,0.85,54.05,1.77,-2.09,3,4.44,-3.32,2.34,0,0,5.1,예,2016-09-08,2025-09-11
KODEX 200,9,위,-10.0,최근 5년,5,2.64,0.53,60.0,1.264,44.17,1.86,-1.47,2,4.44,-2.78,2.59,0,0,5.0,아니오,2021-09-09,2025-09-11
SPY,9,아래,무손절,전체,33,28.92,0.88,72.73,1.124,47.08,1.81,-1.61,9,6.57,-7.36,2.37,0,0,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,무손절,앞 절반,16,9.92,0.62,75.0,0.666,60.02,1.66,-2.49,4,4.49,-7.36,2.68,0,0,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,무손절,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,무손절,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,무손절,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-1.0,전체,33,25.73,0.78,60.61,2.076,32.51,1.87,-0.9,13,6.57,-2.51,1.97,2,7,4.21,예,1993-09-17,2025-09-19
SPY,9,아래,-1.0,앞 절반,16,11.4,0.71,62.5,1.744,36.44,1.74,-1.0,6,4.49,-2.51,1.87,1,3,4.19,예,1993-09-17,2008-09-19
SPY,9,아래,-1.0,뒤 절반,17,14.33,0.84,58.82,2.445,29.03,2.01,-0.82,7,6.57,-1.08,2.12,1,4,4.24,예,2009-09-18,2025-09-19
SPY,9,아래,-1.0,최근 10년,10,7.0,0.7,60.0,2.366,29.71,1.63,-0.69,4,4.57,-1.08,1.78,1,1,4.7,예,2016-09-16,2025-09-19
SPY,9,아래,-1.0,최근 5년,5,6.12,1.22,60.0,3.145,24.13,2.59,-0.82,2,4.57,-1.08,2.42,1,0,4.8,아니오,2021-09-17,2025-09-19
SPY,9,아래,-1.5,전체,33,31.09,0.94,69.7,1.733,36.6,1.8,-1.04,10,6.57,-2.51,1.97,2,3,4.61,예,1993-09-17,2025-09-19
SPY,9,아래,-1.5,앞 절반,16,11.99,0.75,68.75,1.366,42.26,1.63,-1.2,5,4.49,-2.51,1.88,1,2,4.5,예,1993-09-17,2008-09-19
SPY,9,아래,-1.5,뒤 절반,17,19.1,1.12,70.59,2.21,31.15,1.96,-0.89,5,6.57,-1.7,2.08,1,1,4.71,예,2009-09-18,2025-09-19
SPY,9,아래,-1.5,최근 10년,10,6.82,0.68,60.0,2.214,31.12,1.63,-0.73,4,4.57,-1.7,1.82,1,0,4.9,예,2016-09-16,2025-09-19
SPY,9,아래,-1.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-2.0,전체,33,33.96,1.03,72.73,1.724,36.71,1.81,-1.05,9,6.57,-2.51,1.95,1,2,4.73,예,1993-09-17,2025-09-19
SPY,9,아래,-2.0,앞 절반,16,14.89,0.93,75.0,1.33,42.92,1.66,-1.24,4,4.49,-2.51,1.85,1,1,4.62,예,1993-09-17,2008-09-19
SPY,9,아래,-2.0,뒤 절반,17,19.07,1.12,70.59,2.197,31.28,1.96,-0.89,5,6.57,-2.0,2.09,0,1,4.82,예,2009-09-18,2025-09-19
SPY,9,아래,-2.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-2.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-2.5,전체,33,33.39,1.01,72.73,1.625,38.09,1.81,-1.11,9,6.57,-2.51,1.98,1,1,4.82,예,1993-09-17,2025-09-19
SPY,9,아래,-2.5,앞 절반,16,14.39,0.9,75.0,1.209,45.27,1.66,-1.37,4,4.49,-2.51,1.91,1,1,4.62,예,1993-09-17,2008-09-19
SPY,9,아래,-2.5,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-2.5,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-2.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-3.0,전체,33,32.39,0.98,72.73,1.479,40.34,1.81,-1.22,9,6.57,-3.0,2.04,0,2,4.82,예,1993-09-17,2025-09-19
SPY,9,아래,-3.0,앞 절반,16,13.39,0.84,75.0,1.023,49.42,1.66,-1.62,4,4.49,-3.0,2.03,0,2,4.62,예,1993-09-17,2008-09-19
SPY,9,아래,-3.0,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-3.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-3.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-3.5,전체,33,31.39,0.95,72.73,1.356,42.45,1.81,-1.33,9,6.57,-3.5,2.1,0,2,4.82,예,1993-09-17,2025-09-19
SPY,9,아래,-3.5,앞 절반,16,12.39,0.77,75.0,0.886,53.01,1.66,-1.87,4,4.49,-3.5,2.16,0,2,4.62,예,1993-09-17,2008-09-19
SPY,9,아래,-3.5,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-3.5,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-3.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-4.0,전체,33,30.39,0.92,72.73,1.251,44.42,1.81,-1.44,9,6.57,-4.0,2.17,0,2,4.85,예,1993-09-17,2025-09-19
SPY,9,아래,-4.0,앞 절반,16,11.39,0.71,75.0,0.782,56.12,1.66,-2.12,4,4.49,-4.0,2.29,0,2,4.69,예,1993-09-17,2008-09-19
SPY,9,아래,-4.0,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-4.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-4.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-4.5,전체,33,29.39,0.89,72.73,1.162,46.25,1.81,-1.56,9,6.57,-4.5,2.24,0,2,4.85,예,1993-09-17,2025-09-19
SPY,9,아래,-4.5,앞 절반,16,10.39,0.65,75.0,0.699,58.85,1.66,-2.37,4,4.49,-4.5,2.43,0,2,4.69,예,1993-09-17,2008-09-19
SPY,9,아래,-4.5,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-4.5,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-4.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-5.0,전체,33,31.07,0.94,72.73,1.32,43.1,1.81,-1.37,9,6.57,-5.21,2.16,1,0,4.94,예,1993-09-17,2025-09-19
SPY,9,아래,-5.0,앞 절반,16,12.07,0.75,75.0,0.85,54.06,1.66,-1.95,4,4.49,-5.21,2.27,1,0,4.88,예,1993-09-17,2008-09-19
SPY,9,아래,-5.0,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-5.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-5.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-5.5,전체,33,30.42,0.92,72.73,1.254,44.36,1.81,-1.44,9,6.57,-5.86,2.22,1,0,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-5.5,앞 절반,16,11.42,0.71,75.0,0.784,56.04,1.66,-2.11,4,4.49,-5.86,2.39,1,0,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-5.5,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-5.5,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-5.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-6.0,전체,33,30.28,0.92,72.73,1.241,44.63,1.81,-1.46,9,6.57,-6.0,2.23,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-6.0,앞 절반,16,11.28,0.71,75.0,0.772,56.45,1.66,-2.15,4,4.49,-6.0,2.42,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-6.0,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-6.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-6.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-6.5,전체,33,29.78,0.9,72.73,1.195,45.55,1.81,-1.51,9,6.57,-6.5,2.28,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-6.5,앞 절반,16,10.78,0.67,75.0,0.729,57.83,1.66,-2.27,4,4.49,-6.5,2.51,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-6.5,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-6.5,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-6.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-7.0,전체,33,29.28,0.89,72.73,1.153,46.45,1.81,-1.57,9,6.57,-7.0,2.33,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-7.0,앞 절반,16,10.28,0.64,75.0,0.691,59.13,1.66,-2.4,4,4.49,-7.0,2.61,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-7.0,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-7.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-7.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-7.5,전체,33,28.78,0.87,72.73,1.113,47.32,1.81,-1.62,9,6.57,-7.5,2.39,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-7.5,앞 절반,16,9.78,0.61,75.0,0.657,60.36,1.66,-2.52,4,4.49,-7.5,2.71,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-7.5,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-7.5,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-7.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-8.0,전체,33,28.28,0.86,72.73,1.077,48.16,1.81,-1.68,9,6.57,-8.0,2.44,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-8.0,앞 절반,16,9.28,0.58,75.0,0.626,61.51,1.66,-2.65,4,4.49,-8.0,2.81,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-8.0,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-8.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-8.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-8.5,전체,33,27.78,0.84,72.73,1.042,48.97,1.81,-1.74,9,6.57,-8.5,2.5,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-8.5,앞 절반,16,8.78,0.55,75.0,0.598,62.6,1.66,-2.77,4,4.49,-8.5,2.91,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-8.5,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-8.5,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-8.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-9.0,전체,33,27.28,0.83,72.73,1.01,49.76,1.81,-1.79,9,6.57,-9.0,2.56,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-9.0,앞 절반,16,8.28,0.52,75.0,0.572,63.62,1.66,-2.9,4,4.49,-9.0,3.01,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-9.0,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-9.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-9.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-9.5,전체,33,26.78,0.81,72.73,0.979,50.52,1.81,-1.85,9,6.57,-9.5,2.62,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-9.5,앞 절반,16,7.78,0.49,75.0,0.548,64.6,1.66,-3.02,4,4.49,-9.5,3.12,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-9.5,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-9.5,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-9.5,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
SPY,9,아래,-10.0,전체,33,26.28,0.8,72.73,0.951,51.26,1.81,-1.9,9,6.57,-10.0,2.68,0,1,5.0,예,1993-09-17,2025-09-19
SPY,9,아래,-10.0,앞 절반,16,7.28,0.46,75.0,0.526,65.52,1.66,-3.15,4,4.49,-10.0,3.23,0,1,5.0,예,1993-09-17,2008-09-19
SPY,9,아래,-10.0,뒤 절반,17,19.0,1.12,70.59,2.162,31.62,1.96,-0.91,5,6.57,-2.07,2.1,0,0,5.0,예,2009-09-18,2025-09-19
SPY,9,아래,-10.0,최근 10년,10,7.29,0.73,60.0,2.639,27.48,1.63,-0.62,4,4.57,-1.23,1.76,0,0,5.0,예,2016-09-16,2025-09-19
SPY,9,아래,-10.0,최근 5년,5,6.64,1.33,60.0,4.564,17.97,2.59,-0.57,2,4.57,-0.57,2.31,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,무손절,전체,28,26.29,0.94,71.43,1.162,46.26,2.01,-1.73,8,6.45,-6.7,2.49,0,0,5.0,예,1998-09-18,2025-09-19
DIA,9,아래,무손절,앞 절반,14,15.6,1.11,71.43,0.945,51.43,2.71,-2.86,4,6.45,-6.7,3.34,0,0,5.0,예,1998-09-18,2011-09-16
DIA,9,아래,무손절,뒤 절반,14,10.7,0.76,71.43,2.221,31.05,1.3,-0.59,4,3.96,-0.8,1.27,0,0,5.0,예,2012-09-21,2025-09-19
DIA,9,아래,무손절,최근 10년,10,6.87,0.69,60.0,2.617,27.64,1.54,-0.59,4,3.96,-0.8,1.5,0,0,5.0,예,2016-09-16,2025-09-19
DIA,9,아래,무손절,최근 5년,5,4.78,0.96,60.0,3.3,23.26,2.0,-0.61,2,3.96,-0.65,1.96,0,0,5.0,아니오,2021-09-17,2025-09-19
DIA,9,아래,-1.0,전체,28,26.79,0.96,64.29,1.848,35.11,2.13,-1.15,10,6.45,-3.21,2.17,2,5,4.32,예,1998-09-18,2025-09-19
DIA,9,아래,-1.0,앞 절반,14,18.13,1.29,64.29,1.893,34.57,2.85,-1.51,5,6.45,-3.21,2.75,2,2,4.07,예,1998-09-18,2011-09-16
DIA,9,아래,-1.0,뒤 절반,14,8.66,0.62,64.29,1.764,36.18,1.4,-0.8,5,3.96,-1.0,1.41,0,3,4.57,예,2012-09-21,2025-09-19
