종목,조합,월,방향,손절선(%),진입일,진입가,청산일,보유일,청산가,수익률(%),보유 중 최악(%),청산 사유
SPY,20일→말일,9,위,-5.0,1996-09-20,68.6406,1996-09-30,6,68.625,-0.02,-0.71,기한청산
SPY,20일→말일,9,위,-5.0,1997-09-19,95.0312,1997-09-30,7,94.375,-0.69,-1.48,기한청산
SPY,20일→말일,9,위,-5.0,1998-09-18,102.0938,1998-09-30,8,101.75,-0.34,-3.09,기한청산
SPY,20일→말일,9,위,-5.0,1999-09-20,133.5625,1999-09-24,4,126.8844,-5.0,-5.0,장중손절
SPY,20일→말일,9,위,-5.0,2000-09-20,144.8906,2000-09-29,7,143.625,-0.87,-1.91,기한청산
SPY,20일→말일,9,위,-5.0,2001-09-20,98.71,2001-09-28,6,104.44,5.8,-4.97,기한청산
SPY,20일→말일,9,위,-5.0,2002-09-20,84.35,2002-09-30,6,81.79,-3.03,-4.09,기한청산
SPY,20일→말일,9,위,-5.0,2003-09-19,103.67,2003-09-30,7,99.95,-3.59,-4.26,기한청산
SPY,20일→말일,9,위,-5.0,2004-09-20,112.47,2004-09-30,8,111.76,-0.63,-1.83,기한청산
SPY,20일→말일,9,위,-5.0,2005-09-20,122.05,2005-09-30,8,123.04,0.81,-1.32,기한청산
SPY,20일→말일,9,위,-5.0,2006-09-20,132.51,2006-09-29,7,133.58,0.81,-1.14,기한청산
SPY,20일→말일,9,위,-5.0,2007-09-20,152.28,2007-09-28,6,152.58,0.2,-1.19,기한청산
SPY,20일→말일,9,위,-5.0,2008-09-19,124.12,2008-09-24,3,117.914,-5.0,-5.0,장중손절
SPY,20일→말일,9,위,-5.0,2009-09-18,106.72,2009-09-30,8,105.59,-1.06,-2.46,기한청산
SPY,20일→말일,9,위,-5.0,2010-09-20,114.21,2010-09-30,8,114.13,-0.07,-1.78,기한청산
SPY,20일→말일,9,위,-5.0,2011-09-20,120.17,2011-09-22,2,113.25,-5.76,-5.76,갭손절
SPY,20일→말일,9,위,-5.0,2012-09-20,146.71,2012-09-28,6,143.97,-1.87,-2.56,기한청산
SPY,20일→말일,9,위,-5.0,2013-09-20,170.72,2013-09-30,6,168.01,-1.59,-2.09,기한청산
SPY,20일→말일,9,위,-5.0,2014-09-19,200.7,2014-09-30,7,197.02,-1.83,-2.32,기한청산
SPY,20일→말일,9,위,-5.0,2015-09-18,195.45,2015-09-30,8,191.63,-1.95,-4.36,기한청산
SPY,20일→말일,9,위,-5.0,2016-09-20,213.42,2016-09-30,8,216.3,1.35,0.01,기한청산
SPY,20일→말일,9,위,-5.0,2017-09-20,250.06,2017-09-29,7,251.23,0.47,-0.79,기한청산
SPY,20일→말일,9,위,-5.0,2018-09-20,293.58,2018-09-28,6,290.72,-0.97,-1.42,기한청산
SPY,20일→말일,9,위,-5.0,2019-09-20,298.28,2019-09-30,6,296.77,-0.51,-1.54,기한청산
SPY,20일→말일,9,위,-5.0,2020-09-18,330.65,2020-09-30,8,334.89,1.28,-3.28,기한청산
SPY,20일→말일,9,위,-5.0,2021-09-20,434.04,2021-09-30,8,429.14,-1.13,-1.21,기한청산
SPY,20일→말일,9,위,-5.0,2022-09-20,384.09,2022-09-23,3,364.8855,-5.0,-5.0,장중손절
SPY,20일→말일,9,위,-5.0,2023-09-20,438.64,2023-09-29,7,427.48,-2.54,-3.73,기한청산
SPY,20일→말일,9,위,-5.0,2024-09-20,568.25,2024-09-30,6,573.76,0.97,-0.11,기한청산
SPY,20일→말일,9,위,-5.0,2025-09-19,663.7,2025-09-30,7,666.18,0.37,-1.4,기한청산
SPY,20일→말일,9,위,무손절,1993-09-20,45.4375,1993-09-30,8,45.9375,1.1,-1.38,기한청산
SPY,20일→말일,9,위,무손절,1994-09-20,46.1719,1994-09-30,8,46.1719,0.0,-0.95,기한청산
SPY,20일→말일,9,위,무손절,1995-09-20,58.7812,1995-09-29,7,58.4844,-0.5,-2.02,기한청산
SPY,20일→말일,9,위,무손절,1996-09-20,68.6406,1996-09-30,6,68.625,-0.02,-0.71,기한청산
SPY,20일→말일,9,위,무손절,1997-09-19,95.0312,1997-09-30,7,94.375,-0.69,-1.48,기한청산
SPY,20일→말일,9,위,무손절,1998-09-18,102.0938,1998-09-30,8,101.75,-0.34,-3.09,기한청산
SPY,20일→말일,9,위,무손절,1999-09-20,133.5625,1999-09-30,8,128.75,-3.6,-5.99,기한청산
SPY,20일→말일,9,위,무손절,2000-09-20,144.8906,2000-09-29,7,143.625,-0.87,-1.91,기한청산
SPY,20일→말일,9,위,무손절,2001-09-20,98.71,2001-09-28,6,104.44,5.8,-4.97,기한청산
SPY,20일→말일,9,위,무손절,2002-09-20,84.35,2002-09-30,6,81.79,-3.03,-4.09,기한청산
SPY,20일→말일,9,위,무손절,2003-09-19,103.67,2003-09-30,7,99.95,-3.59,-4.26,기한청산
SPY,20일→말일,9,위,무손절,2004-09-20,112.47,2004-09-30,8,111.76,-0.63,-1.83,기한청산
SPY,20일→말일,9,위,무손절,2005-09-20,122.05,2005-09-30,8,123.04,0.81,-1.32,기한청산
SPY,20일→말일,9,위,무손절,2006-09-20,132.51,2006-09-29,7,133.58,0.81,-1.14,기한청산
SPY,20일→말일,9,위,무손절,2007-09-20,152.28,2007-09-28,6,152.58,0.2,-1.19,기한청산
SPY,20일→말일,9,위,무손절,2008-09-19,124.12,2008-09-30,7,115.99,-6.55,-10.95,기한청산
SPY,20일→말일,9,위,무손절,2009-09-18,106.72,2009-09-30,8,105.59,-1.06,-2.46,기한청산
SPY,20일→말일,9,위,무손절,2010-09-20,114.21,2010-09-30,8,114.13,-0.07,-1.78,기한청산
SPY,20일→말일,9,위,무손절,2011-09-20,120.17,2011-09-30,8,113.15,-5.84,-7.38,기한청산
SPY,20일→말일,9,위,무손절,2012-09-20,146.71,2012-09-28,6,143.97,-1.87,-2.56,기한청산
SPY,20일→말일,9,위,무손절,2013-09-20,170.72,2013-09-30,6,168.01,-1.59,-2.09,기한청산
SPY,20일→말일,9,위,무손절,2014-09-19,200.7,2014-09-30,7,197.02,-1.83,-2.32,기한청산
SPY,20일→말일,9,위,무손절,2015-09-18,195.45,2015-09-30,8,191.63,-1.95,-4.36,기한청산
SPY,20일→말일,9,위,무손절,2016-09-20,213.42,2016-09-30,8,216.3,1.35,0.01,기한청산
SPY,20일→말일,9,위,무손절,2017-09-20,250.06,2017-09-29,7,251.23,0.47,-0.79,기한청산
SPY,20일→말일,9,위,무손절,2018-09-20,293.58,2018-09-28,6,290.72,-0.97,-1.42,기한청산
SPY,20일→말일,9,위,무손절,2019-09-20,298.28,2019-09-30,6,296.77,-0.51,-1.54,기한청산
SPY,20일→말일,9,위,무손절,2020-09-18,330.65,2020-09-30,8,334.89,1.28,-3.28,기한청산
SPY,20일→말일,9,위,무손절,2021-09-20,434.04,2021-09-30,8,429.14,-1.13,-1.21,기한청산
SPY,20일→말일,9,위,무손절,2022-09-20,384.09,2022-09-30,8,357.18,-7.01,-7.04,기한청산
SPY,20일→말일,9,위,무손절,2023-09-20,438.64,2023-09-29,7,427.48,-2.54,-3.73,기한청산
SPY,20일→말일,9,위,무손절,2024-09-20,568.25,2024-09-30,6,573.76,0.97,-0.11,기한청산
SPY,20일→말일,9,위,무손절,2025-09-19,663.7,2025-09-30,7,666.18,0.37,-1.4,기한청산
SPY,20일→말일,9,아래,-5.0,1993-09-20,45.4375,1993-09-30,8,45.9375,-1.1,-1.93,기한청산
SPY,20일→말일,9,아래,-5.0,1994-09-20,46.1719,1994-09-30,8,46.1719,-0.0,-0.78,기한청산
SPY,20일→말일,9,아래,-5.0,1995-09-20,58.7812,1995-09-29,7,58.4844,0.5,-0.21,기한청산
SPY,20일→말일,9,아래,-5.0,1996-09-20,68.6406,1996-09-30,6,68.625,0.02,-0.89,기한청산
SPY,20일→말일,9,아래,-5.0,1997-09-19,95.0312,1997-09-30,7,94.375,0.69,-1.23,기한청산
SPY,20일→말일,9,아래,-5.0,1998-09-18,102.0938,1998-09-30,8,101.75,0.34,-4.81,기한청산
SPY,20일→말일,9,아래,-5.0,1999-09-20,133.5625,1999-09-30,8,128.75,3.6,0.82,기한청산
SPY,20일→말일,9,아래,-5.0,2000-09-20,144.8906,2000-09-29,7,143.625,0.87,-0.99,기한청산
SPY,20일→말일,9,아래,-5.0,2001-09-20,98.71,2001-09-28,6,103.6455,-5.0,-5.0,장중손절
SPY,20일→말일,9,아래,-5.0,2002-09-20,84.35,2002-09-30,6,81.79,3.03,-1.92,기한청산
SPY,20일→말일,9,아래,-5.0,2003-09-19,103.67,2003-09-30,7,99.95,3.59,0.37,기한청산
SPY,20일→말일,9,아래,-5.0,2004-09-20,112.47,2004-09-30,8,111.76,0.63,-0.89,기한청산
SPY,20일→말일,9,아래,-5.0,2005-09-20,122.05,2005-09-30,8,123.04,-0.81,-0.81,기한청산
SPY,20일→말일,9,아래,-5.0,2006-09-20,132.51,2006-09-29,7,133.58,-0.81,-1.12,기한청산
SPY,20일→말일,9,아래,-5.0,2007-09-20,152.28,2007-09-28,6,152.58,-0.2,-0.6,기한청산
SPY,20일→말일,9,아래,-5.0,2008-09-19,124.12,2008-09-30,7,115.99,6.55,-0.51,기한청산
SPY,20일→말일,9,아래,-5.0,2009-09-18,106.72,2009-09-30,8,105.59,1.06,-1.23,기한청산
SPY,20일→말일,9,아래,-5.0,2010-09-20,114.21,2010-09-30,8,114.13,0.07,-1.38,기한청산
SPY,20일→말일,9,아래,-5.0,2011-09-20,120.17,2011-09-30,8,113.15,5.84,-0.36,기한청산
SPY,20일→말일,9,아래,-5.0,2012-09-20,146.71,2012-09-28,6,143.97,1.87,0.03,기한청산
SPY,20일→말일,9,아래,-5.0,2013-09-20,170.72,2013-09-30,6,168.01,1.59,0.04,기한청산
SPY,20일→말일,9,아래,-5.0,2014-09-19,200.7,2014-09-30,7,197.02,1.83,0.16,기한청산
SPY,20일→말일,9,아래,-5.0,2015-09-18,195.45,2015-09-30,8,191.63,1.95,-1.14,기한청산
SPY,20일→말일,9,아래,-5.0,2016-09-20,213.42,2016-09-30,8,216.3,-1.35,-1.93,기한청산
SPY,20일→말일,9,아래,-5.0,2017-09-20,250.06,2017-09-29,7,251.23,-0.47,-0.5,기한청산
SPY,20일→말일,9,아래,-5.0,2018-09-20,293.58,2018-09-28,6,290.72,0.97,0.12,기한청산
SPY,20일→말일,9,아래,-5.0,2019-09-20,298.28,2019-09-30,6,296.77,0.51,-0.52,기한청산
SPY,20일→말일,9,아래,-5.0,2020-09-18,330.65,2020-09-30,8,334.89,-1.28,-2.31,기한청산
SPY,20일→말일,9,아래,-5.0,2021-09-20,434.04,2021-09-30,8,429.14,1.13,-2.5,기한청산
SPY,20일→말일,9,아래,-5.0,2022-09-20,384.09,2022-09-30,8,357.18,7.01,-1.36,기한청산
SPY,20일→말일,9,아래,-5.0,2023-09-20,438.64,2023-09-29,7,427.48,2.54,0.61,기한청산
SPY,20일→말일,9,아래,-5.0,2024-09-20,568.25,2024-09-30,6,573.76,-0.97,-1.14,기한청산
SPY,20일→말일,9,아래,-5.0,2025-09-19,663.7,2025-09-30,7,666.18,-0.37,-0.55,기한청산
SPY,20일→말일,9,아래,무손절,1993-09-20,45.4375,1993-09-30,8,45.9375,-1.1,-1.93,기한청산
SPY,20일→말일,9,아래,무손절,1994-09-20,46.1719,1994-09-30,8,46.1719,-0.0,-0.78,기한청산
SPY,20일→말일,9,아래,무손절,1995-09-20,58.7812,1995-09-29,7,58.4844,0.5,-0.21,기한청산
SPY,20일→말일,9,아래,무손절,1996-09-20,68.6406,1996-09-30,6,68.625,0.02,-0.89,기한청산
SPY,20일→말일,9,아래,무손절,1997-09-19,95.0312,1997-09-30,7,94.375,0.69,-1.23,기한청산
SPY,20일→말일,9,아래,무손절,1998-09-18,102.0938,1998-09-30,8,101.75,0.34,-4.81,기한청산
SPY,20일→말일,9,아래,무손절,1999-09-20,133.5625,1999-09-30,8,128.75,3.6,0.82,기한청산
SPY,20일→말일,9,아래,무손절,2000-09-20,144.8906,2000-09-29,7,143.625,0.87,-0.99,기한청산
SPY,20일→말일,9,아래,무손절,2001-09-20,98.71,2001-09-28,6,104.44,-5.8,-11.05,기한청산
SPY,20일→말일,9,아래,무손절,2002-09-20,84.35,2002-09-30,6,81.79,3.03,-1.92,기한청산
SPY,20일→말일,9,아래,무손절,2003-09-19,103.67,2003-09-30,7,99.95,3.59,0.37,기한청산
SPY,20일→말일,9,아래,무손절,2004-09-20,112.47,2004-09-30,8,111.76,0.63,-0.89,기한청산
SPY,20일→말일,9,아래,무손절,2005-09-20,122.05,2005-09-30,8,123.04,-0.81,-0.81,기한청산
SPY,20일→말일,9,아래,무손절,2006-09-20,132.51,2006-09-29,7,133.58,-0.81,-1.12,기한청산
SPY,20일→말일,9,아래,무손절,2007-09-20,152.28,2007-09-28,6,152.58,-0.2,-0.6,기한청산
SPY,20일→말일,9,아래,무손절,2008-09-19,124.12,2008-09-30,7,115.99,6.55,-0.51,기한청산
SPY,20일→말일,9,아래,무손절,2009-09-18,106.72,2009-09-30,8,105.59,1.06,-1.23,기한청산
SPY,20일→말일,9,아래,무손절,2010-09-20,114.21,2010-09-30,8,114.13,0.07,-1.38,기한청산
SPY,20일→말일,9,아래,무손절,2011-09-20,120.17,2011-09-30,8,113.15,5.84,-0.36,기한청산
SPY,20일→말일,9,아래,무손절,2012-09-20,146.71,2012-09-28,6,143.97,1.87,0.03,기한청산
SPY,20일→말일,9,아래,무손절,2013-09-20,170.72,2013-09-30,6,168.01,1.59,0.04,기한청산
SPY,20일→말일,9,아래,무손절,2014-09-19,200.7,2014-09-30,7,197.02,1.83,0.16,기한청산
SPY,20일→말일,9,아래,무손절,2015-09-18,195.45,2015-09-30,8,191.63,1.95,-1.14,기한청산
SPY,20일→말일,9,아래,무손절,2016-09-20,213.42,2016-09-30,8,216.3,-1.35,-1.93,기한청산
SPY,20일→말일,9,아래,무손절,2017-09-20,250.06,2017-09-29,7,251.23,-0.47,-0.5,기한청산
SPY,20일→말일,9,아래,무손절,2018-09-20,293.58,2018-09-28,6,290.72,0.97,0.12,기한청산
SPY,20일→말일,9,아래,무손절,2019-09-20,298.28,2019-09-30,6,296.77,0.51,-0.52,기한청산
SPY,20일→말일,9,아래,무손절,2020-09-18,330.65,2020-09-30,8,334.89,-1.28,-2.31,기한청산
SPY,20일→말일,9,아래,무손절,2021-09-20,434.04,2021-09-30,8,429.14,1.13,-2.5,기한청산
SPY,20일→말일,9,아래,무손절,2022-09-20,384.09,2022-09-30,8,357.18,7.01,-1.36,기한청산
SPY,20일→말일,9,아래,무손절,2023-09-20,438.64,2023-09-29,7,427.48,2.54,0.61,기한청산
SPY,20일→말일,9,아래,무손절,2024-09-20,568.25,2024-09-30,6,573.76,-0.97,-1.14,기한청산
SPY,20일→말일,9,아래,무손절,2025-09-19,663.7,2025-09-30,7,666.18,-0.37,-0.55,기한청산
SPY,20일→말일,12,위,-5.0,1993-12-20,46.625,1993-12-31,8,46.5938,-0.07,-0.47,기한청산
SPY,20일→말일,12,위,-5.0,1994-12-20,45.6719,1994-12-30,7,45.5625,-0.24,-0.24,기한청산
SPY,20일→말일,12,위,-5.0,1995-12-20,60.6719,1995-12-29,6,61.4844,1.34,0.13,기한청산
SPY,20일→말일,12,위,-5.0,1996-12-20,74.8438,1996-12-31,6,73.8438,-1.34,-1.34,기한청산
SPY,20일→말일,12,위,-5.0,1997-12-19,94.7812,1997-12-31,7,97.0625,2.41,-1.62,기한청산
SPY,20일→말일,12,위,-5.0,1998-12-18,118.5,1998-12-31,8,123.3125,4.06,0.42,기한청산
SPY,20일→말일,12,위,-5.0,1999-12-20,141.6562,1999-12-31,8,146.875,3.68,-0.22,기한청산
SPY,20일→말일,12,위,-5.0,2000-12-20,126.25,2000-12-29,6,131.1875,3.91,-0.57,기한청산
SPY,20일→말일,12,위,-5.0,2001-12-20,114.65,2001-12-31,6,114.3,-0.31,-0.39,기한청산
SPY,20일→말일,12,위,-5.0,2002-12-20,89.99,2002-12-31,6,88.23,-1.96,-3.2,기한청산
SPY,20일→말일,12,위,-5.0,2003-12-19,108.9,2003-12-31,7,111.28,2.19,-0.11,기한청산
SPY,20일→말일,12,위,-5.0,2004-12-20,119.47,2004-12-31,8,120.87,1.17,-0.01,기한청산
SPY,20일→말일,12,위,-5.0,2005-12-20,125.83,2005-12-30,7,124.51,-1.05,-1.17,기한청산
SPY,20일→말일,12,위,-5.0,2006-12-20,142.14,2006-12-29,6,141.62,-0.37,-1.03,기한청산
SPY,20일→말일,12,위,-5.0,2007-12-20,146.8,2007-12-31,6,146.21,-0.4,-0.5,기한청산
SPY,20일→말일,12,위,-5.0,2008-12-19,88.19,2008-12-31,7,90.24,2.32,-3.06,기한청산
SPY,20일→말일,12,위,-5.0,2009-12-18,110.21,2009-12-31,8,111.44,1.12,0.5,기한청산
SPY,20일→말일,12,위,-5.0,2010-12-20,124.6,2010-12-31,8,125.75,0.92,0.22,기한청산
SPY,20일→말일,12,위,-5.0,2011-12-20,123.93,2011-12-30,7,125.5,1.27,-0.95,기한청산
SPY,20일→말일,12,위,-5.0,2012-12-20,145.12,2012-12-31,6,142.41,-1.87,-3.85,기한청산
SPY,20일→말일,12,위,-5.0,2013-12-20,181.56,2013-12-31,6,184.69,1.72,0.28,기한청산
SPY,20일→말일,12,위,-5.0,2014-12-19,206.52,2014-12-31,7,205.54,-0.47,-0.55,기한청산
SPY,20일→말일,12,위,-5.0,2015-12-18,200.02,2015-12-31,8,203.87,1.92,0.03,기한청산
SPY,20일→말일,12,위,-5.0,2016-12-20,226.4,2016-12-30,7,223.53,-1.27,-1.62,기한청산
SPY,20일→말일,12,위,-5.0,2017-12-20,267.03,2017-12-29,6,266.86,-0.06,-0.15,기한청산
SPY,20일→말일,12,위,-5.0,2018-12-20,247.17,2018-12-24,2,234.8115,-5.0,-5.0,장중손절
SPY,20일→말일,12,위,-5.0,2019-12-20,320.73,2019-12-31,6,321.86,0.35,-0.18,기한청산
SPY,20일→말일,12,위,-5.0,2020-12-18,369.18,2020-12-31,8,373.88,1.27,-1.94,기한청산
SPY,20일→말일,12,위,-5.0,2021-12-20,454.98,2021-12-31,8,474.96,4.39,0.29,기한청산
SPY,20일→말일,12,위,-5.0,2022-12-20,380.54,2022-12-30,7,382.43,0.5,-1.52,기한청산
SPY,20일→말일,12,위,-5.0,2023-12-20,468.26,2023-12-29,6,475.31,1.51,0.12,기한청산
SPY,20일→말일,12,위,-5.0,2024-12-20,591.15,2024-12-31,6,586.08,-0.86,-1.14,기한청산
SPY,20일→말일,12,위,-5.0,2025-12-19,680.59,2025-12-31,7,681.92,0.2,0.0,기한청산
SPY,20일→말일,12,위,무손절,1993-12-20,46.625,1993-12-31,8,46.5938,-0.07,-0.47,기한청산
SPY,20일→말일,12,위,무손절,1994-12-20,45.6719,1994-12-30,7,45.5625,-0.24,-0.24,기한청산
SPY,20일→말일,12,위,무손절,1995-12-20,60.6719,1995-12-29,6,61.4844,1.34,0.13,기한청산
SPY,20일→말일,12,위,무손절,1996-12-20,74.8438,1996-12-31,6,73.8438,-1.34,-1.34,기한청산
SPY,20일→말일,12,위,무손절,1997-12-19,94.7812,1997-12-31,7,97.0625,2.41,-1.62,기한청산
SPY,20일→말일,12,위,무손절,1998-12-18,118.5,1998-12-31,8,123.3125,4.06,0.42,기한청산
SPY,20일→말일,12,위,무손절,1999-12-20,141.6562,1999-12-31,8,146.875,3.68,-0.22,기한청산
SPY,20일→말일,12,위,무손절,2000-12-20,126.25,2000-12-29,6,131.1875,3.91,-0.57,기한청산
SPY,20일→말일,12,위,무손절,2001-12-20,114.65,2001-12-31,6,114.3,-0.31,-0.39,기한청산
SPY,20일→말일,12,위,무손절,2002-12-20,89.99,2002-12-31,6,88.23,-1.96,-3.2,기한청산
SPY,20일→말일,12,위,무손절,2003-12-19,108.9,2003-12-31,7,111.28,2.19,-0.11,기한청산
SPY,20일→말일,12,위,무손절,2004-12-20,119.47,2004-12-31,8,120.87,1.17,-0.01,기한청산
SPY,20일→말일,12,위,무손절,2005-12-20,125.83,2005-12-30,7,124.51,-1.05,-1.17,기한청산
SPY,20일→말일,12,위,무손절,2006-12-20,142.14,2006-12-29,6,141.62,-0.37,-1.03,기한청산
SPY,20일→말일,12,위,무손절,2007-12-20,146.8,2007-12-31,6,146.21,-0.4,-0.5,기한청산
SPY,20일→말일,12,위,무손절,2008-12-19,88.19,2008-12-31,7,90.24,2.32,-3.06,기한청산
SPY,20일→말일,12,위,무손절,2009-12-18,110.21,2009-12-31,8,111.44,1.12,0.5,기한청산
SPY,20일→말일,12,위,무손절,2010-12-20,124.6,2010-12-31,8,125.75,0.92,0.22,기한청산
SPY,20일→말일,12,위,무손절,2011-12-20,123.93,2011-12-30,7,125.5,1.27,-0.95,기한청산
SPY,20일→말일,12,위,무손절,2012-12-20,145.12,2012-12-31,6,142.41,-1.87,-3.85,기한청산
SPY,20일→말일,12,위,무손절,2013-12-20,181.56,2013-12-31,6,184.69,1.72,0.28,기한청산
SPY,20일→말일,12,위,무손절,2014-12-19,206.52,2014-12-31,7,205.54,-0.47,-0.55,기한청산
SPY,20일→말일,12,위,무손절,2015-12-18,200.02,2015-12-31,8,203.87,1.92,0.03,기한청산
SPY,20일→말일,12,위,무손절,2016-12-20,226.4,2016-12-30,7,223.53,-1.27,-1.62,기한청산
SPY,20일→말일,12,위,무손절,2017-12-20,267.03,2017-12-29,6,266.86,-0.06,-0.15,기한청산
SPY,20일→말일,12,위,무손절,2018-12-20,247.17,2018-12-31,6,249.92,1.11,-5.43,기한청산
SPY,20일→말일,12,위,무손절,2019-12-20,320.73,2019-12-31,6,321.86,0.35,-0.18,기한청산
SPY,20일→말일,12,위,무손절,2020-12-18,369.18,2020-12-31,8,373.88,1.27,-1.94,기한청산
SPY,20일→말일,12,위,무손절,2021-12-20,454.98,2021-12-31,8,474.96,4.39,0.29,기한청산
SPY,20일→말일,12,위,무손절,2022-12-20,380.54,2022-12-30,7,382.43,0.5,-1.52,기한청산
SPY,20일→말일,12,위,무손절,2023-12-20,468.26,2023-12-29,6,475.31,1.51,0.12,기한청산
SPY,20일→말일,12,위,무손절,2024-12-20,591.15,2024-12-31,6,586.08,-0.86,-1.14,기한청산
SPY,20일→말일,12,위,무손절,2025-12-19,680.59,2025-12-31,7,681.92,0.2,0.0,기한청산
SPY,20일→말일,12,아래,-5.0,1993-12-20,46.625,1993-12-31,8,46.5938,0.07,-1.14,기한청산
SPY,20일→말일,12,아래,-5.0,1994-12-20,45.6719,1994-12-30,7,45.5625,0.24,-1.61,기한청산
SPY,20일→말일,12,아래,-5.0,1995-12-20,60.6719,1995-12-29,6,61.4844,-1.34,-1.62,기한청산
SPY,20일→말일,12,아래,-5.0,1996-12-20,74.8438,1996-12-31,6,73.8438,1.34,-1.71,기한청산
SPY,20일→말일,12,아래,-5.0,1997-12-19,94.7812,1997-12-31,7,97.0625,-2.41,-3.0,기한청산
SPY,20일→말일,12,아래,-5.0,1998-12-18,118.5,1998-12-29,6,124.425,-5.0,-5.0,장중손절
SPY,20일→말일,12,아래,-5.0,1999-12-20,141.6562,1999-12-31,8,146.875,-3.68,-4.17,기한청산
SPY,20일→말일,12,아래,-5.0,2000-12-20,126.25,2000-12-27,4,132.5625,-5.0,-5.0,장중손절
SPY,20일→말일,12,아래,-5.0,2001-12-20,114.65,2001-12-31,6,114.3,0.31,-1.83,기한청산
SPY,20일→말일,12,아래,-5.0,2002-12-20,89.99,2002-12-31,6,88.23,1.96,-0.69,기한청산
SPY,20일→말일,12,아래,-5.0,2003-12-19,108.9,2003-12-31,7,111.28,-2.19,-2.41,기한청산
SPY,20일→말일,12,아래,-5.0,2004-12-20,119.47,2004-12-31,8,120.87,-1.17,-1.83,기한청산
SPY,20일→말일,12,아래,-5.0,2005-12-20,125.83,2005-12-30,7,124.51,1.05,-0.97,기한청산
SPY,20일→말일,12,아래,-5.0,2006-12-20,142.14,2006-12-29,6,141.62,0.37,-0.39,기한청산
SPY,20일→말일,12,아래,-5.0,2007-12-20,146.8,2007-12-31,6,146.21,0.4,-1.96,기한청산
SPY,20일→말일,12,아래,-5.0,2008-12-19,88.19,2008-12-31,7,90.24,-2.32,-3.15,기한청산
SPY,20일→말일,12,아래,-5.0,2009-12-18,110.21,2009-12-31,8,111.44,-1.12,-2.56,기한청산
SPY,20일→말일,12,아래,-5.0,2010-12-20,124.6,2010-12-31,8,125.75,-0.92,-1.28,기한청산
SPY,20일→말일,12,아래,-5.0,2011-12-20,123.93,2011-12-30,7,125.5,-1.27,-2.33,기한청산
SPY,20일→말일,12,아래,-5.0,2012-12-20,145.12,2012-12-31,6,142.41,1.87,0.71,기한청산
SPY,20일→말일,12,아래,-5.0,2013-12-20,181.56,2013-12-31,6,184.69,-1.72,-1.72,기한청산
SPY,20일→말일,12,아래,-5.0,2014-12-19,206.52,2014-12-31,7,205.54,0.47,-1.19,기한청산
SPY,20일→말일,12,아래,-5.0,2015-12-18,200.02,2015-12-31,8,203.87,-1.92,-3.88,기한청산
